AssetID,Brand,ModelNumber,SerialNumber,Description,IsMissing,IsOOC,MaintenanceLogs,DepartmentCode,DefaultLocation,CurrentLocation
ETR5W#06,L-Acoustics,ETR5W,440035219,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#07,L-Acoustics,ETR5W,440035264,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#08,L-Acoustics,ETR5W,440035309,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#09,L-Acoustics,ETR5W,440035316,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#10,L-Acoustics,ETR5W,440035329,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#11,L-Acoustics,ETR5W,440036984,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#12,L-Acoustics,ETR5W,440036990,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#13,L-Acoustics,ETR5W,440036993,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#14,L-Acoustics,ETR5W,440037001,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#15,L-Acoustics,ETR5W,440037004,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#16,L-Acoustics,ETR5W,440037025,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#17,L-Acoustics,ETR5W,,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#18,L-Acoustics,ETR5W,,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#19,L-Acoustics,ETR5W,44005187,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
ETR5W#20,L-Acoustics,ETR5W,,Adjustable U-bracket: 5XTW,False,False,,AX,Store,Store
5XT#01,L-Acoustics,5XT,260038164,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#02,L-Acoustics,5XT,260044263,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#03,L-Acoustics,5XT,260044264,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#04,L-Acoustics,5XT,260044265,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#05,L-Acoustics,5XT,260044285,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#06,L-Acoustics,5XT,260044288,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#07,L-Acoustics,5XT,260044300,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#08,L-Acoustics,5XT,260044302,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#09,L-Acoustics,5XT,260044304,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#10,L-Acoustics,5XT,260044306,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#11,L-Acoustics,5XT,260044318,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#12,L-Acoustics,5XT,260044506,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#13,L-Acoustics,5XT,260046645,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#14,L-Acoustics,5XT,260046649,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#15,L-Acoustics,5XT,260046671,"5"" passive coaxial enclosure, black",False,False,"2025/05/28	bnjm2000	Sent to Concept Systems as rubber gasket was coming out [Location: Concept Systems, Marked OOC]|2025/07/09	bnjm2000	Collected back from Concept Systems, inspected ok [Location: Store, Cleared OOC, Cleared Missing]",AX,Store,Store
5XT#16,L-Acoustics,5XT,260046697,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#17,L-Acoustics,5XT,260046612,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#18,L-Acoustics,5XT,260046613,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#19,L-Acoustics,5XT,260046639,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#20,L-Acoustics,5XT,260046644,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#21,L-Acoustics,5XT,260046656,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#22,L-Acoustics,5XT,260046666,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#23,L-Acoustics,5XT,260046680,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#24,L-Acoustics,5XT,260046681,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#25,L-Acoustics,5XT,260046694,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#26,L-Acoustics,5XT,260046698,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#27,L-Acoustics,5XT,260046701,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#28,L-Acoustics,5XT,260046704,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#29,L-Acoustics,5XT,260046709,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#30,L-Acoustics,5XT,260053861,"5"" passive coaxial enclosure, black",False,False,"2025/10/14	bnjm2000	Discovered dented when unboxing [Marked OOC]|2025/10/16	bnjm2000	Exchanged with Concept Systems for 1-to-1 swap. OLD SN: 260046715 NEW SN: 260053861 [Location: Store, Serial: 260053861, Cleared OOC, Cleared Missing]",AX,Store,Store
5XT#31,L-Acoustics,5XT,260046716,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#32,L-Acoustics,5XT,260046719,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#33,L-Acoustics,5XT,260046731,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#34,L-Acoustics,5XT,260046738,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#35,L-Acoustics,5XT,260047551,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#36,L-Acoustics,5XT,260047561,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#37,L-Acoustics,5XT,260047563,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#38,L-Acoustics,5XT,260047569,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#39,L-Acoustics,5XT,260047576,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#40,L-Acoustics,5XT,260047591,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#41,L-Acoustics,5XT,260047601,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#42,L-Acoustics,5XT,260047615,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#43,L-Acoustics,5XT,260047645,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#44,L-Acoustics,5XT,260047699,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#45,L-Acoustics,5XT,260048855,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#46,L-Acoustics,5XT,260048858,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#47,L-Acoustics,5XT,260048861,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#48,L-Acoustics,5XT,260048885,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#49,L-Acoustics,5XT,260048891,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#50,L-Acoustics,5XT,260048905,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#51,L-Acoustics,5XT,260049004,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#52,L-Acoustics,5XT,260049008,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#53,L-Acoustics,5XT,260049010,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#54,L-Acoustics,5XT,260049011,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#55,L-Acoustics,5XT,260049101,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#56,L-Acoustics,5XT,260049117,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#57,L-Acoustics,5XT,260053834,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#58,L-Acoustics,5XT,260053837,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#59,L-Acoustics,5XT,260053839,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#60,L-Acoustics,5XT,260053840,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#61,L-Acoustics,5XT,260053842,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#62,L-Acoustics,5XT,260053843,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#63,L-Acoustics,5XT,260053847,"5"" passive coaxial enclosure, black",False,False,,AX,Store,Store
5XT#64,L-Acoustics,5XT,260053850,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#65,L-Acoustics,5XT,260053851,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#66,L-Acoustics,5XT,260053860,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#67,L-Acoustics,5XT,260053869,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
5XT#68,L-Acoustics,5XT,260053893,"5"" passive coaxial enclosure, black",False,False,,AX,Store,
ETR5#01,L-Acoustics,ETR5,440027215,Adjustable U-bracket: 5XT,False,False,,AX,Store,Store
ETR5#02,L-Acoustics,ETR5,440027236,Adjustable U-bracket: 5XT,False,False,,AX,Store,Store
ETR5#03,L-Acoustics,ETR5,440031349,Adjustable U-bracket: 5XT,False,False,,AX,Store,Store
ETR5#04,L-Acoustics,ETR5,440031356,Adjustable U-bracket: 5XT,False,False,,AX,Store,Store
ETR5#05,L-Acoustics,ETR5,440031388,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#06,L-Acoustics,ETR5,440031793,Adjustable U-bracket: 5XT,False,False,,AX,Store,Store
ETR5#07,L-Acoustics,ETR5,440031849,Adjustable U-bracket: 5XT,False,False,,AX,Store,Store
ETR5#08,L-Acoustics,ETR5,440031851,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#09,L-Acoustics,ETR5,440032582,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#10,L-Acoustics,ETR5,440032585,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#11,L-Acoustics,ETR5,440032609,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#12,L-Acoustics,ETR5,440032643,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#13,L-Acoustics,ETR5,440033749,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#14,L-Acoustics,ETR5,440033753,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#15,L-Acoustics,ETR5,440033769,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#16,L-Acoustics,ETR5,440033884,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#17,L-Acoustics,ETR5,440033872,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#18,L-Acoustics,ETR5,440033895,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#19,L-Acoustics,ETR5,440033915,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#20,L-Acoustics,ETR5,440033917,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#21,L-Acoustics,ETR5,440033919,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#22,L-Acoustics,ETR5,440033926,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#23,L-Acoustics,ETR5,440035493,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#24,L-Acoustics,ETR5,440035517,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#25,L-Acoustics,ETR5,440035550,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#26,L-Acoustics,ETR5,440038968,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#27,L-Acoustics,ETR5,440038970,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#28,L-Acoustics,ETR5,440038971,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#29,L-Acoustics,ETR5,440038972,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#30,L-Acoustics,ETR5,440038978,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#31,L-Acoustics,ETR5,440038982,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#32,L-Acoustics,ETR5,440039408,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#33,L-Acoustics,ETR5,440039422,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#34,L-Acoustics,ETR5,440039427,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#35,L-Acoustics,ETR5,440039429,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#36,L-Acoustics,ETR5,440039432,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#37,L-Acoustics,ETR5,440039435,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#38,L-Acoustics,ETR5,440039436,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#39,L-Acoustics,ETR5,440039437,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#40,L-Acoustics,ETR5,440039439,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#41,L-Acoustics,ETR5,440039440,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#42,L-Acoustics,ETR5,440039441,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#43,L-Acoustics,ETR5,440039442,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#44,L-Acoustics,ETR5,440039445,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#45,L-Acoustics,ETR5,440039446,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#46,L-Acoustics,ETR5,440039448,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#47,L-Acoustics,ETR5,440039449,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#48,L-Acoustics,ETR5,440039452,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#49,L-Acoustics,ETR5,440039459,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#50,L-Acoustics,ETR5,440039496,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#51,L-Acoustics,ETR5,440039503,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#52,L-Acoustics,ETR5,440039542,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#53,L-Acoustics,ETR5,440039549,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#54,L-Acoustics,ETR5,440039581,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#55,L-Acoustics,ETR5,440039591,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#56,L-Acoustics,ETR5,440041112,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#57,L-Acoustics,ETR5,440041113,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#58,L-Acoustics,ETR5,440041116,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#59,L-Acoustics,ETR5,440041119,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#60,L-Acoustics,ETR5,440041120,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#61,L-Acoustics,ETR5,440041124,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#62,L-Acoustics,ETR5,440041126,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#63,L-Acoustics,ETR5,440041128,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#64,L-Acoustics,ETR5,440041130,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#65,L-Acoustics,ETR5,440041134,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#66,L-Acoustics,ETR5,440041150,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#67,L-Acoustics,ETR5,440041156,Adjustable U-bracket: 5XT,False,False,,AX,Store,
ETR5#68,L-Acoustics,ETR5,440041158,Adjustable U-bracket: 5XT,False,False,,AX,Store,
LA2XI#01,L-Acoustics,LA2Xi,1730003008,Amplified controller,False,False,,AX,Store,Store
LA2XI#02,L-Acoustics,LA2Xi,1730003010,Amplified controller,False,False,,AX,Store,Store
LA2XI#03,L-Acoustics,LA2Xi,1730003047,Amplified controller,False,False,,AX,Store,Store
LA2XI#04,L-Acoustics,LA2Xi,1730005059,Amplified controller,False,False,,AX,Store,Store
LA4X#01,L-Acoustics,LA4X,1180053925,Amplified controller,False,False,,AX,Store,Store
LA4X#02,L-Acoustics,LA4X,1180051677,Amplified controller,False,False,,AX,Store,Store
LA4X#03,L-Acoustics,LA4X,1180051678,Amplified controller,False,False,,AX,Store,Store
LA4X#04,L-Acoustics,LA4X,1180053934,Amplified controller,False,False,,AX,Store,Store
LA4X#05,L-Acoustics,LA4X,1180053927,Amplified controller,False,False,,AX,Store,Store
LA4X#06,L-Acoustics,LA4X,1180051467,Amplified controller,False,False,,AX,Store,Store
LA4X#07,L-Acoustics,LA4X,1180053692,Amplified controller,False,False,,AX,Store,Store
LA4X#08,L-Acoustics,LA4X,1180051680,Amplified controller,False,False,,AX,Store,Store
LA4X#09,L-Acoustics,LA4X,1180053978,Amplified controller,False,False,,AX,Store,Store
LA4X#10,L-Acoustics,LA4X,1180053926,Amplified controller,False,False,,AX,Store,Store
LA12X#01,L-Acoustics,LA12X,1140035138,Amplified controller,False,False,,AX,Store,Store
LA12X#02,L-Acoustics,LA12X,1140037808,Amplified controller,False,False,,AX,Store,Store
LA12X#03,L-Acoustics,LA12X,1140037839,Amplified controller,False,False,,AX,Store,Store
LA12X#04,L-Acoustics,LA12X,1140037868,Amplified controller,False,False,,AX,Store,Store
LA12X#05,L-Acoustics,LA12X,1140037870,Amplified controller,False,False,,AX,Store,Store
LA12X#06,L-Acoustics,LA12X,1140037871,Amplified controller,False,False,,AX,Store,Store
LA12X#07,L-Acoustics,LA12X,1140039534,Amplified controller,False,False,,AX,Store,
LA12X#08,L-Acoustics,LA12X,1140039542,Amplified controller,False,False,,AX,Store,Store
KARAII#01,L-Acoustics,KARAII,2190019410,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#02,L-Acoustics,KARAII,2190019417,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#03,L-Acoustics,KARAII,2190019468,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#04,L-Acoustics,KARAII,2190019475,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#05,L-Acoustics,KARAII,2190019478,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#06,L-Acoustics,KARAII,2190019486,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#07,L-Acoustics,KARAII,2190019517,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,Store
KARAII#08,L-Acoustics,KARAII,2190019528,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,Store
KARAII#09,L-Acoustics,KARAII,2190019555,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,Store
KARAII#10,L-Acoustics,KARAII,2190019559,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,Store
KARAII#11,L-Acoustics,KARAII,2190019568,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,Store
KARAII#12,L-Acoustics,KARAII,2190019607,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,Store
KARAII#13,L-Acoustics,KARAII,2190019608,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#14,L-Acoustics,KARAII,2190019609,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#15,L-Acoustics,KARAII,2190019610,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#16,L-Acoustics,KARAII,2190019620,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#17,L-Acoustics,KARAII,2190021406,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#18,L-Acoustics,KARAII,2190021407,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#19,L-Acoustics,KARAII,2190021408,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#20,L-Acoustics,KARAII,2190021409,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#21,L-Acoustics,KARAII,2190021410,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#22,L-Acoustics,KARAII,2190021553,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#23,L-Acoustics,KARAII,2190021557,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
KARAII#24,L-Acoustics,KARAII,2190021558,Long Throw Concert Sound Loudspeaker,False,False,,AX,Store,
SB18#01,L-Acoustics,SB18,780022277,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,
SB18#02,L-Acoustics,SB18,780022279,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,
SB18#03,L-Acoustics,SB18,780022861,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,
SB18#04,L-Acoustics,SB18,780022862,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,
SB18#05,L-Acoustics,SB18,780022920,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#06,L-Acoustics,SB18,780022923,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#07,L-Acoustics,SB18,780022928,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#08,L-Acoustics,SB18,780022929,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#09,L-Acoustics,SB18,780023835,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#10,L-Acoustics,SB18,780023853,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#11,L-Acoustics,SB18,780023871,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
SB18#12,L-Acoustics,SB18,780023872,"High power compact subwoofer: 1 x 18""",False,False,,AX,Store,Store
LS10#01,L-Acoustics,LS10,1670010429,"10-port Ethernet AVB Switch, Avnu-certified",False,False,,AX,Store,Store
LS10#02,L-Acoustics,LS10,1670010391,"10-port Ethernet AVB Switch, Avnu-certified",False,False,,AX,Store,Store
LS10#03,L-Acoustics,LS10,1670010355,"10-port Ethernet AVB Switch, Avnu-certified",False,False,,AX,Store,Store
LS10#04,L-Acoustics,LS10,1670010350,"10-port Ethernet AVB Switch, Avnu-certified",False,False,,AX,Store,Store
LS10#05,L-Acoustics,LS10,1670010373,"10-port Ethernet AVB Switch, Avnu-certified",False,False,,AX,Store,Store
LS10#06,L-Acoustics,LS10,1670010374,"10-port Ethernet AVB Switch, Avnu-certified",False,False,,AX,Store,Store
MBUMP#01,L-Acoustics,M-BUMP,890009396,Bumper for flying or stacking KARA (II)/SB18,False,False,,AX,Store,Store
MBUMP#02,L-Acoustics,M-BUMP,890009399,Bumper for flying or stacking KARA (II)/SB18,False,False,,AX,Store,Store
MBUMP#03,L-Acoustics,M-BUMP,890009866,Bumper for flying or stacking KARA (II)/SB18,False,False,,AX,Store,Store
MBUMP#04,L-Acoustics,M-BUMP,890010152,Bumper for flying or stacking KARA (II)/SB18,False,False,,AX,Store,Store
MBUMP#05,L-Acoustics,M-BUMP,890010057,Bumper for flying or stacking KARA (II)/SB18,False,False,,AX,Store,Store
MBAR#01,L-Acoustics,M-BAR,900009077,Extension bar for rigging frame,False,False,,AX,Store,
MBAR#02,L-Acoustics,M-BAR,900009092,Extension bar for rigging frame,False,False,,AX,Store,
MBAR#03,L-Acoustics,M-BAR,900009093,Extension bar for rigging frame,False,False,,AX,Store,
MBAR#04,L-Acoustics,M-BAR,900009095,Extension bar for rigging frame,False,False,,AX,Store,
MJACK#01,L-Acoustics,M-JACK,,,False,False,,AX,Store,
MJACK#02,L-Acoustics,M-JACK,,,False,False,,AX,Store,
LAP1#01,L-Acoustics,P1,1400004120,Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version.,False,False,,AX,Store,Store
X-UL12#01,L-Acoustics,X-UL12,1210008336,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#02,L-Acoustics,X-UL12,1210008580,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#03,L-Acoustics,X-UL12,1210008583,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#04,L-Acoustics,X-UL12,1210008586,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#05,L-Acoustics,X-UL12,1210008587,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#06,L-Acoustics,X-UL12,1210008588,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#07,L-Acoustics,X-UL12,1210008589,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#08,L-Acoustics,X-UL12,1210008591,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#09,L-Acoustics,X-UL12,1210008832,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#10,L-Acoustics,X-UL12,1210008834,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#11,L-Acoustics,X-UL12,1210008836,Long U-bracket for X12,False,False,,AX,Store,
X-UL12#12,L-Acoustics,X-UL12,1210008837,Long U-bracket for X12,False,False,,AX,Store,
X-UL12#13,L-Acoustics,X-UL12,1210008838,Long U-bracket for X12,False,False,,AX,Store,
X-UL12#14,L-Acoustics,X-UL12,1210008839,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#15,L-Acoustics,X-UL12,1210008840,Long U-bracket for X12,False,False,,AX,Store,Store
X-UL12#16,L-Acoustics,X-UL12,1210008859,Long U-bracket for X12,False,False,,AX,Store,
X-US1215#01,L-Acoustics,X-US1215,1220009146,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#02,L-Acoustics,X-US1215,1220009822,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#03,L-Acoustics,X-US1215,1220009824,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#04,L-Acoustics,X-US1215,1220009830,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,Store
X-US1215#05,L-Acoustics,X-US1215,1220010942,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,Store
X-US1215#06,L-Acoustics,X-US1215,1220011134,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#07,L-Acoustics,X-US1215,1220011135,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#08,L-Acoustics,X-US1215,1220011136,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#09,L-Acoustics,X-US1215,1220011137,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#10,L-Acoustics,X-US1215,1220011138,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#11,L-Acoustics,X-US1215,1220011139,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#12,L-Acoustics,X-US1215,1220011170,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#13,L-Acoustics,X-US1215,1220011171,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#14,L-Acoustics,X-US1215,1220011174,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-US1215#15,L-Acoustics,X-US1215,1220011175,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
