AssetID,Brand,ModelNumber,SerialNumber,Description,IsMissing,IsOOC,MaintenanceLogs,DepartmentCode,DefaultLocation,CurrentLocation
X-US1215#16,L-Acoustics,X-US1215,1220011176,Short U-bracket for X12 and X15 HiQ,False,False,,AX,Store,
X-UL8#01,L-Acoustics,X-UL8,1270021069,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#02,L-Acoustics,X-UL8,1270021072,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#03,L-Acoustics,X-UL8,1270021074,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#04,L-Acoustics,X-UL8,1270021088,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#05,L-Acoustics,X-UL8,1270021089,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#06,L-Acoustics,X-UL8,1270021090,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#07,L-Acoustics,X-UL8,1270021091,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#08,L-Acoustics,X-UL8,1270021092,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#09,L-Acoustics,X-UL8,1270021095,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#10,L-Acoustics,X-UL8,1270021182,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#11,L-Acoustics,X-UL8,1270021190,Long U-bracket for X8,False,False,,AX,Store,Store
X-UL8#12,L-Acoustics,X-UL8,1270021191,Long U-bracket for X8,False,False,,AX,Store,Store
X-US8#01,L-Acoustics,X-US8,1280004181,Short U-bracket for X8,False,False,,AX,Store,
X-US8#02,L-Acoustics,X-US8,1280005529,Short U-bracket for X8,False,False,,AX,Store,
X-US8#03,L-Acoustics,X-US8,1280005636,Short U-bracket for X8,False,False,,AX,Store,
X-US8#04,L-Acoustics,X-US8,1280005721,Short U-bracket for X8,False,False,,AX,Store,
X-US8#05,L-Acoustics,X-US8,1280006772,Short U-bracket for X8,False,False,,AX,Store,
X-US8#06,L-Acoustics,X-US8,1280006778,Short U-bracket for X8,False,False,,AX,Store,
X-US8#07,L-Acoustics,X-US8,1280006779,Short U-bracket for X8,False,False,,AX,Store,
X-US8#08,L-Acoustics,X-US8,1280006794,Short U-bracket for X8,False,False,,AX,Store,
X-US8#09,L-Acoustics,X-US8,1280006795,Short U-bracket for X8,False,False,,AX,Store,
X-US8#10,L-Acoustics,X-US8,1280006796,Short U-bracket for X8,False,False,,AX,Store,
X-US8#11,L-Acoustics,X-US8,1280006797,Short U-bracket for X8,False,False,,AX,Store,
X-US8#12,L-Acoustics,X-US8,1280006799,Short U-bracket for X8,False,False,,AX,Store,
X12#01,L-Acoustics,X12,1190036006,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#02,L-Acoustics,X12,1190036007,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#03,L-Acoustics,X12,1190036008,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#04,L-Acoustics,X12,1190036010,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#05,L-Acoustics,X12,1190036011,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#06,L-Acoustics,X12,1190036012,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#07,L-Acoustics,X12,1190036013,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#08,L-Acoustics,X12,1190036014,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#09,L-Acoustics,X12,1190036015,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#10,L-Acoustics,X12,1190036022,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#11,L-Acoustics,X12,1190036023,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#12,L-Acoustics,X12,1190036038,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#13,L-Acoustics,X12,1190036040,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#14,L-Acoustics,X12,1190036041,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#15,L-Acoustics,X12,1190036043,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X12#16,L-Acoustics,X12,1190036044,"12"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#01,L-Acoustics,X8,1260036022,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#02,L-Acoustics,X8,1260039906,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#03,L-Acoustics,X8,1260040512,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#04,L-Acoustics,X8,1260040515,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#05,L-Acoustics,X8,1260040518,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#06,L-Acoustics,X8,1260040522,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#07,L-Acoustics,X8,1260040523,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#08,L-Acoustics,X8,1260040525,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#09,L-Acoustics,X8,1260040530,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#10,L-Acoustics,X8,1260040532,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#11,L-Acoustics,X8,1260040538,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#12,L-Acoustics,X8,1260040685,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#13,L-Acoustics,X8,1260040534,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#14,L-Acoustics,X8,1260040626,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#15,L-Acoustics,X8,1260040643,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
X8#16,L-Acoustics,X8,1260040692,"8"" passive coaxial enclosure",False,False,,AX,Store,Store
SYVA#01,L-Acoustics,Syva,1350010796,"5"" Colinear source",False,False,,AX,Store,Store
SYVA#02,L-Acoustics,Syva,1350010797,"5"" Colinear source",False,False,,AX,Store,Store
SYVA#03,L-Acoustics,Syva,1350010798,"5"" Colinear source",False,False,,AX,Store,Store
SYVA#04,L-Acoustics,Syva,1350010807,"5"" Colinear source",False,False,,AX,Store,Store
SYVA#05,L-Acoustics,Syva,1350011541,"5"" Colinear source",False,False,,AX,Store,Store
SYVA#06,L-Acoustics,Syva,1350011571,"5"" Colinear source",False,False,,AX,Store,Store
SYVALOW#01,L-Acoustics,Syva Low,1360009075,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#02,L-Acoustics,Syva Low,1360009080,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#03,L-Acoustics,Syva Low,1360009097,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#04,L-Acoustics,Syva Low,1360009115,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#05,L-Acoustics,Syva Low,1360010149,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#06,L-Acoustics,Syva Low,1360010151,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#07,L-Acoustics,Syva Low,1360011722,"Bass reflex dual 12""",False,False,,AX,Store,Store
SYVALOW#08,L-Acoustics,Syva Low,1360011727,"Bass reflex dual 12""",False,False,,AX,Store,Store
LPClaw#01,Latin Percussion,LP592A,,The Claw,False,False,,AX,Store,
LPClaw#02,Latin Percussion,LP592A,,The Claw,False,False,,AX,Store,
LPClaw#03,Latin Percussion,LP592A,,The Claw,False,False,,AX,Store,
LPClaw#04,Latin Percussion,LP592A,,The Claw,False,False,,AX,Store,
MR-90A#01,MiPro,MR-90,878292429A,Interlink receiver,False,False,2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing,AX,Store,Store
MR-90A#02,MiPro,MR-90,878292430A,Interlink receiver,False,False,2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing,AX,Store,Store
MR-90A#03,MiPro,MR-90,878292432A,Interlink receiver,False,False,"2024/11/01	bnjm2000	discovered no output (Dior @ ION Orchard (demo)) [Marked OOC]|2024/11/11	bnjm2000	Handed over to MiPro for repair|2024/11/12	bnjm2000	repaired by MiPro [Cleared OOC]|2024/11/13	bnjm2000	Collected back from MiPro|2024/11/20	bnjm2000	Send to MiPro for testing|2024/11/21	bnjm2000	Issue with RF B, sent to Taiwan for repair [Location: MiPro Taiwan, Marked OOC]|2025/06/26	bnjm2000	Collected back from MiPro [Location: Store, Cleared OOC]",AX,Store,Store
MR-90A#04,MiPro,MR-90,878292434A,Interlink receiver,False,False,"2024/11/11	bnjm2000	2024/11/05 - Low RF, AF cutting in and out (Dior @ ION Orchard) [Marked OOC]|2024/11/11	bnjm2000	2024/11/11 - Handed over to MiPro for repair|2024/11/12	bnjm2000	2024/11/12 - repaired by MiPro [Cleared OOC]|2024/11/13	bnjm2000	2024/11/13 - Collected back from MiPro|2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing",AX,Store,Store
MR-90A#05,MiPro,MR-90,878292431A,Interlink receiver,False,False,"2024/10/29	bnjm2000	discovered no output (Hermes @ Takashimaya) [Marked OOC]|2024/11/11	bnjm2000	2024/11/11 - Handed over to MiPro for repair|2024/11/13	bnjm2000	2024/11/13 - Collected back from MiPro [Cleared OOC]|2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Tested in MiPro office with RF Dropout, remain with MiPro for further testing/repair [Marked OOC]|2025/05/21	bnjm2000	Send in to Mipro, no RF receiving|2025/05/22	bnjm2000	Technician tested working, went to MiPro office to check before collecting. Audio came through but unit kept skipping channels. MiPro did a 1-to-1 swap. New SN: 878292431A Old SN:878292435A [Cleared OOC]",AX,Store,Store
MR-90A#06,MiPro,MR-90,878292436A,Interlink receiver,False,False,2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing|2025/11/05	bnjm2000	Discovered to be buzzing (Franck Muller x Cortina High Jewellery Dinner @ Claudine Restaurant),AX,Store,Store
MT-90A#01,MiPro,MT-90A,858290901A,Interlink Transmitter,False,False,2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing,AX,Store,Store
MT-90A#02,MiPro,MT-90A,858290902A,Interlink Transmitter,False,False,2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing,AX,Store,
MT-90A#03,MiPro,MT-90A,858290899A,Interlink Transmitter,False,False,2024/11/26	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	changed transmitter to same type (Old S/N: 809264158A)|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing,AX,Store,
MT-90A#04,MiPro,MT-90A,858290898A,Interlink Transmitter,False,False,"2024/11/20	bnjm2000	2024/11/20 - Send to MiPro for testing|2024/11/26	bnjm2000	2024/11/26 - Collected back from MiPro after testing|2024/10/15	bnjm2000	Device keeps restarting, suspect PSU faulty (Wedding of Kenneth and Wong Mei Yin) [Marked OOC]|2025/10/24	bnjm2000	Handed over to MiPro for PSU testing [Location: MiPro]|2024/11/13	bnjm2000	Collected back from MiPro [Location: Store, Cleared OOC]",AX,Store,Store
GSM4212P#01,Netgear,GSM4212P,6VB52B51A0392,Managed Switch,False,False,,AX,Store,Store
GSM4212P#02,Netgear,GSM4212P,6VB52B5AA039B,Managed Switch,False,False,,AX,Store,Store
GSM4212P#03,Netgear,GSM4212P,6VB52B5CA03B9,Managed Switch,False,False,,AX,Store,Store
GSM4212P#04,Netgear,GSM4212P,6VB52B52A0393,Managed Switch,False,False,,AX,Store,Store
KM184#01,Neumann,KM184,199064,small-diaphragm cardioid condenser microphone,False,False,,AX,Store,
KM184#02,Neumann,KM184,199065,small-diaphragm cardioid condenser microphone,False,False,,AX,Store,
KM184#03,Neumann,KM184,217557,small-diaphragm cardioid condenser microphone,False,False,,AX,Store,
KM184#04,Neumann,KM184,217558,small-diaphragm cardioid condenser microphone,False,False,,AX,Store,
M390#01,Earthworks,M30,1432P,measurement microphone,False,False,,AX,Store,
CDJ1000MK2#01,Pioneer,CDJ1000MKII,,Professional DJ multi player (Black),False,False,,AX,Store,
CDJ1000MK2#02,Pioneer,CDJ1000MKII,,Professional DJ multi player (Black),False,False,,AX,Store,
CDJ2000NXS#01,Pioneer,CDJ2000NXS,,Professional DJ multi player (Black),False,False,,AX,Store,Store
CDJ2000NXS#02,Pioneer,CDJ2000NXS,,Professional DJ multi player (Black),False,False,,AX,Store,Store
CDJ2000NXS2#01,Pioneer,CDJ2000NXS2,,Professional DJ multi player (Black),False,False,"2025/10/15	bnjm2000	Screen flickered and stopped working (GRAFF @ Ion Art Gallery) [Marked OOC]|2025/10/16	bnjm2000	Equipment sent for repair [Location: Avery Events]|2025/12/10	bnjm2000	Equipment returned repaired - screen changed. ($320) [Location: Store, Cleared OOC]",AX,Store,Store
CDJ2000NXS2#02,Pioneer,CDJ2000NXS2,,Professional DJ multi player (Black),False,False,,AX,Store,
CDJ3000#01,Pioneer,CDJ3000,CDMP038151EH,Professional DJ multi player (Black),False,False,"2024/09/22	bnjm2000	Buttons and jog wheel melted under sun (F1 @ ShowCo) [Marked OOC]|2024/10/03	bnjm2000	Received spare from ShowCo while repairs underway (S/N: BHMP026156EH) [Cleared OOC]|2025/03/15	bnjm2000	Collected back, tested working. (Wedding of Barbara and Ker Wei)",AX,Store,Store
CDJ3000#02,Pioneer,CDJ3000,CDMP038159EH,Professional DJ multi player (Black),False,False,"2024/09/22	bnjm2000	22/09/2024 - Buttons and jog wheel melted under sun (F1 @ ShowCo) [Marked OOC]|2024/10/03	bnjm2000	03/10/2024 - Received spare from ShowCo while repairs underway (S/N: BHMP026170EH) [Cleared OOC]|2025/03/15	bnjm2000	Collected back, tested working. (Wedding of Barbara and Ker Wei)",AX,Store,Store
DJM900NXS#01,Pioneer,DJM-900NXS,,DJ Mixer,False,False,,AX,Store,
DJM900NXS2#01,Pioneer,DJM-900NXS2,,4-channel pro-DJ mixer,False,False,,AX,Store,Store
DJMA9#01,Pioneer,DJM-A9,,4-channel pro-DJ mixer,False,False,,AX,Store,Store
COMBINE4#01,RF Venue,Combine4,J6803014t2d4-124,active transmitter combiner,False,False,,AX,Store,
E904#01,Sennheiser,E904,1471264124,Dynamic cardioid instrument microphone,False,False,,AX,Store,
E904#02,Sennheiser,E904,,Dynamic cardioid instrument microphone,False,False,,AX,Store,Store
E904#03,Sennheiser,E904,,Dynamic cardioid instrument microphone,False,False,,AX,Store,Store
E904#04,Sennheiser,E904,,Dynamic cardioid instrument microphone,False,False,,AX,Store,Store
E904#05,Sennheiser,E904,,Dynamic cardioid instrument microphone,False,False,,AX,Store,Store
E906#01,Sennheiser,E906,,"super-cardioid, dynamic instrument microphone",False,False,,AX,Store,
E906#02,Sennheiser,E906,,"super-cardioid, dynamic instrument microphone",False,False,,AX,Store,
ME36#01,Sennheiser,ME36,,Gooseneck mic,False,False,,AX,Store,Store
ME36#02,Sennheiser,ME36,,Gooseneck mic,False,False,,AX,Store,Store
MKE2#01,Sennheiser,MKE2,86827,"Lavalier microphone, black",False,False,,AX,Store,Store
MKE2#02,Sennheiser,MKE2,86825,"Lavalier microphone, black",False,False,,AX,Store,Store
MKE2#03,Sennheiser,MKE2,,"Lavalier microphone, beige",False,False,,AX,Store,
MKE2#04,Sennheiser,MKE2,,"Lavalier microphone, beige",False,False,,AX,Store,
MKE2#05,Sennheiser,MKE2,,"Lavalier microphone, beige",False,False,,AX,Store,
MKE2#06,Sennheiser,MKE2,,"Lavalier microphone, beige",False,False,,AX,Store,
AD1#01,Shure,AD1,2BI13281704,Beltpack [G56],False,False,,AX,Store,Store
AD1#02,Shure,AD1,2CA26063354,Beltpack [G56],False,False,,AX,Store,Store
AD1#03,Shure,AD1,2CA26063431,Beltpack [G56],False,False,,AX,Store,Store
AD1#04,Shure,AD1,2CA26063455,Beltpack [G56],False,False,,AX,Store,Store
AD1#05,Shure,AD1,2CS26063556,Beltpack [G56],False,False,,AX,Store,Store
AD1#06,Shure,AD1,2SI13339508,Beltpack [G56],False,False,,AX,Store,Store
AD1#07,Shure,AD1,2SI13340955,Beltpack [G56],False,False,,AX,Store,Store
AD1#08,Shure,AD1,2SI13340979,Beltpack [G56],False,False,,AX,Store,Store
AD1#09,Shure,AD1,2SI13341033,Beltpack [G56],False,False,,AX,Store,Store
AD1#10,Shure,AD1,2SI13341095,Beltpack [G56],False,False,,AX,Store,Store
AD1#11,Shure,AD1,2SI13341122,Beltpack [G56],False,False,,AX,Store,Store
AD1#12,Shure,AD1,2SI13341463,Beltpack [G56],False,False,,AX,Store,Store
AD1#13,Shure,AD1,2SI13341552,Beltpack [G56],False,False,,AX,Store,Store
AD1#14,Shure,AD1,2SI25669222,Beltpack [G56],False,False,,AX,Store,Store
AD1#15,Shure,AD1,2SI25669246,Beltpack [G56],False,False,,AX,Store,Store
AD1#16,Shure,AD1,2SI25669599,Beltpack [G56],False,False,,AX,Store,Store
AD2#01,Shure,AD2,2SC0752114,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#02,Shure,AD2,2SD04117237,Handheld Microphone [G56],False,False,"2025/07/10	bnjm2000	Replaced display bezel $25 Service charge $60 [Location: E&E, Marked OOC]|2025/07/10	bnjm2000	Collected from E&E [Location: Store, Cleared OOC, Cleared Missing]",AX,Store,Store
AD2#03,Shure,AD2,2CC22174166,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#04,Shure,AD2,2CC22174279,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#05,Shure,AD2,2SD04117263,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#06,Shure,AD2,2SD04117249,Handheld Microphone [G56],False,False,2025/11/29	bnjm2000	Mic clip discovered to be broken,AX,Store,Store
AD2#07,Shure,AD2,2SD04117504,Handheld Microphone [G56],False,True,"2025/06/24	bnjm2000	Replaced display bezel $25 
Service charge $60 [Location: E&E, Marked OOC]|2025/07/10	bnjm2000	Collected from E&E [Location: Store, Cleared OOC, Cleared Missing]|2025/11/29	bnjm2000	Handheld died while in use. Cannot power on with rechargeable battery, shows empty bar when using brand new AA batteries (WSAudiology Town Hall @ 18 Tai Seng Street) [Marked OOC]",AX,Store,Store
AD2#08,Shure,AD2,2CC22174281,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#09,Shure,AD2,2CC22174116,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#10,Shure,AD2,2CC22174130,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#11,Shure,AD2,2SD04117302,Handheld Microphone [G56],False,False,2025/07/10	bnjm2000	Replaced grill as it was rusty,AX,Store,Store
AD2#12,Shure,AD2,2SC0752118,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#13,Shure,AD2,2CC22174217,Handheld Microphone [G56],False,False,2025/07/10	bnjm2000	Replaced grill as it was rusty,AX,Store,Store
AD2#14,Shure,AD2,2CC22173949,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#15,Shure,AD2,2CC22174180,Handheld Microphone [G56],False,False,,AX,Store,Store
AD2#16,Shure,AD2,2SC0752116,Handheld Microphone [G56],False,False,,AX,Store,Store
AD3#01,Shure,AD3,3CE17731585,Plug-on Transmitter,False,False,,AX,Store,Store
AD3#02,Shure,AD3,3CB24309820,Plug-on Transmitter,False,False,,AX,Store,Store
AD3#03,Shure,AD3,3B21414454,Plug-on Transmitter,False,False,,AX,Store,Store
AD3#04,Shure,AD3,3TH09460854,Plug-on Transmitter,False,False,,AX,Store,Store
AD4D#01,Shure,AD4D,,Two-Channel Digital Wireless Receiver,False,False,,AX,Store,Store
AD4Q#01,Shure,AD4Q,,Four-Channel Digital Wireless Receiver,False,False,,AX,Store,Store
AD4Q#02,Shure,AD4Q,,Four-Channel Digital Wireless Receiver,False,False,,AX,Store,Store
AD4Q#03,Shure,AD4Q,2CA25976600,Four-Channel Digital Wireless Receiver,False,True,"2025/11/20	bnjm2000	Sent to E&E for repairs [Location: E&E]|2025/11/16	bnjm2000	Discovered ""B"" antenna not working, even when connected directly to antenna (Wedding of Andrew Chua & Nicolette Ong @ TRCM) [Marked OOC]|2025/12/31	bnjm2000	Replaced 188A24072  AMPLIFIER,DRIVER,HI GAIN,0.25W,SOT-89 IC - $30
Service charge - $120
(Service report SR21913)",AX,Store,E&E
AD4Q#04,Shure,AD4Q,,Four-Channel Digital Wireless Receiver,False,False,,AX,Store,Store
P9R#01,Shure,P9R,,Bodypack Receiver [P7],False,False,,AX,Store,
P9R#02,Shure,P9R,,Bodypack Receiver [P7],False,False,,AX,Store,
P9R#03,Shure,P9R,,Bodypack Receiver [P7],False,False,,AX,Store,
P9RA#01,Shure,P9RA,,Bodypack Receiver [P7],False,False,,AX,Store,Store
P9RA#02,Shure,P9RA,,Bodypack Receiver [P7],False,False,,AX,Store,Store
P9RA#03,Shure,P9RA,,Bodypack Receiver [P7],False,False,,AX,Store,Store
P9RA#04,Shure,P9RA,,Bodypack Receiver [P7],False,False,2025/07/29	bnjm2000	Beltpack will turn off when battery compartment closed,AX,Store,Store
P9T#01,Shure,P9T,,Wireless Transmitter,False,False,,AX,Store,Store
P9T#02,Shure,P9T,,Wireless Transmitter,False,False,,AX,Store,Store
P9T#03,Shure,P9T,,Wireless Transmitter,False,False,,AX,Store,Store
P9T#04,Shure,P9T,,Wireless Transmitter,False,False,,AX,Store,Store
P9T#05,Shure,P9T,3KD1452613-02,Wireless Transmitter,False,False,,AX,Store,Store
P1#01,Behringher,P1,S1403222AZM,Wired IEM beltpack,False,False,,AX,Store,Store
P1#02,Behringher,P1,S1403409AZM,Wired IEM beltpack,False,False,,AX,Store,Store
P1#03,Behringher,P1,S1403575AZM,Wired IEM beltpack,False,False,,AX,Store,Store
P1#04,Behringher,P1,S1403579AZM,Wired IEM beltpack,False,False,,AX,Store,
P1#05,Behringher,P1,S1403649AZM,Wired IEM beltpack,False,False,,AX,Store,Store
P1#06,Behringher,P1,S1506343AZM,Wired IEM beltpack,False,False,,AX,Store,Store
P1#07,Behringher,P1,S1506350AZM,Wired IEM beltpack,False,False,,AX,Store,Store
PA421A#01,Shure,PA421A,1112383 4407,4-Port Antenna Combiner,False,False,,AX,Store,
PA805SWB#01,Shure,PA805SWB,,Passive Directional Antenna,False,False,,AX,Store,
SE215#01,Shure,SE215,3CA17269504,"sound-isolating earphones, black",False,False,,AX,Store,Store
SE215#02,Shure,SE215,3CA17269112,"sound-isolating earphones, black",False,False,,AX,Store,Store
SE215#03,Shure,SE215,3CA17269299,"sound-isolating earphones, black",False,False,,AX,Store,Store
SE215#04,Shure,SE215,3CA17269073,"sound-isolating earphones, black",False,False,,AX,Store,
SE215#05,Shure,SE215,3CA17269275,"sound-isolating earphones, black",False,False,,AX,Store,
SE215#06,Shure,SE215,3CA17269542,"sound-isolating earphones, black",False,False,,AX,Store,
SE215#07,Shure,SE215,3CE30957457,"sound-isolating earphones, black",False,False,,AX,Store,
SE215#08,Shure,SE215,3CE30957445,"sound-isolating earphones, black",False,False,,AX,Store,
SM57#01,Shure,SM57,3BE28632739,dynamic instrument microphone,False,False,,AX,Store,Store
SM57#02,Shure,SM57,3AI23201231,dynamic instrument microphone,False,False,,AX,Store,Store
SM57#03,Shure,SM57,3AI23201320,dynamic instrument microphone,False,False,,AX,Store,
SM57#04,Shure,SM57,3AK29224642,dynamic instrument microphone,False,False,,AX,Store,
SM57#05,Shure,SM57,,dynamic instrument microphone,False,False,,AX,Store,
SM57#06,Shure,SM57,,dynamic instrument microphone,False,False,,AX,Store,
SM57#07,Shure,SM57,,dynamic instrument microphone,False,False,,AX,Store,
SM57#08,Shure,SM57,,dynamic instrument microphone,False,False,,AX,Store,
SM57#09,Shure,SM57,,dynamic instrument microphone,False,False,,AX,Store,
SM57#10,Shure,SM57,,dynamic instrument microphone,False,False,,AX,Store,
SM58#01,Shure,SM58,3BD07905808,dynamic vocal microphone,False,False,,AX,Store,
SM58#02,Shure,SM58,3BD07905896,dynamic vocal microphone,False,False,,AX,Store,
SM58#03,Shure,SM58,3BD07905959,dynamic vocal microphone,False,False,,AX,Store,
SM58#04,Shure,SM58,3AI23201255,dynamic vocal microphone,False,False,,AX,Store,
SM58#05,Shure,SM58,3BD07905973,dynamic vocal microphone,False,False,,AX,Store,
SM58#06,Shure,SM58,3BD07905985,dynamic vocal microphone,False,False,,AX,Store,
SM58#07,Shure,SM58,,dynamic vocal microphone,False,False,,AX,Store,
SM58#08,Shure,SM58,,dynamic vocal microphone,False,False,,AX,Store,
SM58#09,Shure,SM58,,dynamic vocal microphone,False,False,,AX,Store,
SM58#10,Shure,SM58,,dynamic vocal microphone,False,False,,AX,Store,
SM58S#01,Shure,SM58S,,cardioid dynamic w/ switch,False,False,,AX,Store,
SM58S#02,Shure,SM58S,,cardioid dynamic w/ switch,False,False,,AX,Store,Store
SM58S#03,Shure,SM58S,,cardioid dynamic w/ switch,False,False,,AX,Store,Store
SM58S#04,Shure,SM58S,,cardioid dynamic w/ switch,False,False,,AX,Store,Store
B58A#01,Shure,Beta 58A,,supercardioid dynamic vocal microphone,False,False,,AX,Store,Store
B58A#02,Shure,Beta 58A,,supercardioid dynamic vocal microphone,False,False,,AX,Store,Store
B58A#03,Shure,Beta 58A,,supercardioid dynamic vocal microphone,False,False,,AX,Store,Store
B58A#04,Shure,Beta 58A,,supercardioid dynamic vocal microphone,False,False,,AX,Store,Store
ULXD1#01,Shure,ULXD1,1ND2342330-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#02,Shure,ULXD1,1ML0246448,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#03,Shure,ULXD1,1NB0326366-01,Beltpack [L50],False,False,,AX,Store,
ULXD1#04,Shure,ULXD1,1ND2342613-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#05,Shure,ULXD1,1ND23423459-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#06,Shure,ULXD1,1ND2342323-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#07,Shure,ULXD1,1ND2342445-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#08,Shure,ULXD1,1ND2342622-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#09,Shure,ULXD1,1ML0246482-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#10,Shure,ULXD1,1ND2342618-01,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#11,Shure,ULXD1,2QJ0777983,Beltpack [L50],False,False,,AX,Store,Store
ULXD1#12,Shure,ULXD1,,Beltpack [L50],False,False,,AX,Store,
ULXD1#13,Shure,ULXD1,3BI28076309,Beltpack [G52],False,False,,AX,Store,Store
ULXD1#14,Shure,ULXD1,3BI28074129,Beltpack [G52],False,False,,AX,Store,Store
ULXD1#15,Shure,ULXD1,3BI28076513,Beltpack [G52],False,False,,AX,Store,Store
ULXD1#16,Shure,ULXD1,3BI28076373,Beltpack [G52],False,False,,AX,Store,Store
ULXD1#17,Shure,ULXD1,3BI28076436,Beltpack [G52],False,False,,AX,Store,Store
ULXD1#18,Shure,ULXD1,3BI28078539,Beltpack [G52],False,False,,AX,Store,
ULXD1#19,Shure,ULXD1,3EC18480865,Beltpack [L50],False,False,,AX,Store,Store
ULXD2#01,Shure,ULXD2,2NK0071080-01,Handheld Microphone [L50],False,False,,AX,Store,Store
ULXD2#02,Shure,ULXD2,2PH3049605,Handheld Microphone [L50],False,False,,AX,Store,Store
