EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
140,Dry Hire: Avery Events,20260515,20260519,[],"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[MODEL]STG|Custom|300mm Base plate|10|Pipe and drape base plate""]","[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[BULK]BULK-0020|10""]",Closed,"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[BULK]BULK-0020|10""]",[],[],dry hire,False,"[{""timestamp"": ""2026/05/19 15:16:19"", ""user"": ""bnjm2000"", ""action"": ""Removed custom asset [CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""300mm Base plate\"",\""quantity\"":6,\""type\"":\""MISC\"",\""uid\"":\""3925b6521e993449\"",\""version\"":2} from event 140""}, {""timestamp"": ""2026/05/19 15:16:29"", ""user"": ""bnjm2000"", ""action"": ""Added 10x Custom 300mm base plate model to event 140 (total: 10)""}, {""timestamp"": ""2026/05/19 15:16:35"", ""user"": ""bnjm2000"", ""action"": ""Unprepared custom item 2x 8-core XLR - 20m from event 140""}, {""timestamp"": ""2026/05/19 15:16:36"", ""user"": ""bnjm2000"", ""action"": ""Prepared custom item 2x 8-core XLR - 20m for event 140""}, {""timestamp"": ""2026/05/19 15:16:38"", ""user"": ""bnjm2000"", ""action"": ""Prepared 10x bulk asset Custom 300mm base plate for event 140""}, {""timestamp"": ""2026/05/22 18:38:13"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department AX in event 140: 1 items""}, {""timestamp"": ""2026/05/22 18:38:17"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department STG in event 140: 1 items""}, {""timestamp"": ""2026/05/22 21:15:35"", ""user"": ""bnjm2000"", ""action"": ""Removed Custom 300mm base plate model from event 140""}, {""timestamp"": ""2026/05/22 21:15:42"", ""user"": ""bnjm2000"", ""action"": ""Added 10x Custom 300mm Base plate model to event 140 (total: 10)""}, {""timestamp"": ""2026/05/22 21:15:51"", ""user"": ""bnjm2000"", ""action"": ""User bnjm2000 forced event 140 (Dry Hire: Avery Events) state from Closed to Preparing""}, {""timestamp"": ""2026/05/22 21:15:56"", ""user"": ""bnjm2000"", ""action"": ""Unprepared bulk asset marker [BULK]BULK-0020|10 from event 140""}, {""timestamp"": ""2026/05/22 21:16:00"", ""user"": ""bnjm2000"", ""action"": ""Prepared 10x bulk asset Custom 300mm Base plate for event 140""}, {""timestamp"": ""2026/05/22 21:16:09"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department STG in event 140: 1 items""}, {""timestamp"": ""2026/05/22 21:16:13"", ""user"": ""bnjm2000"", ""action"": ""User bnjm2000 removed forced state override for event 140 (Dry Hire: Avery Events): Preparing -> Closed""}]",
