EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
92,Wedding of Sabir & Daniele @ The Clifford Pier,20251219,20251220,[],"[""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|Syva|6|5\"" Colinear source"", ""[MODEL]AX|L-Acoustics|Syva Low|6|Bass reflex dual 12\"""", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Shure|ULXD1 [G52]|1|Beltpack"", ""[MODEL]AX|Shure|ULXD2 [L50]|6|Handheld Microphone"", ""[MODEL]AX|Shure|ULXD4D [L50]|1|Dual Channel Receiver"", ""[MODEL]AX|Shure|ULXD4D [G52]|1|Dual Channel Receiver"", ""[MODEL]AX|Shure|ULXD4Q [L50]|1|Quad Channel Receiver"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""EVOLVE50#01"", ""EVOLVE50#02"", ""EVOLVE50#03"", ""EVOLVE50#04"", ""SYVA#01"", ""SYVA#02"", ""SYVA#03"", ""SYVA#04"", ""SYVA#05"", ""SYVA#06"", ""DM3#02"", ""QL5#01"", ""ULXD4Q#01"", ""ULXD4D#01"", ""ULXD4D#05"", ""ULXD4D#06"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#05"", ""DIABLO#06"", ""DIABLO#07"", ""DIABLO#08"", ""COMPACTXT#01""]","[""ULXD4Q#01"", ""SYVA#04"", ""SYVA#03"", ""ULXD4D#05"", ""EVOLVE50#03"", ""EVOLVE50#01"", ""SYVA#06"", ""SYVA#01"", ""QL5#01"", ""EVOLVE50#04"", ""SYVA#02"", ""DM3#02"", ""ULXD4D#01"", ""SYVA#05"", ""ULXD4D#06"", ""EVOLVE50#02"", ""DIABLO#08"", ""DIABLO#06"", ""DIABLO#04"", ""DIABLO#03"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#07"", ""DIABLO#05"", ""COMPACTXT#01""]",Closed,[],[],events,True
