EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
73,Dry Hire: Avery Events,20251010,20251010,[],"[""[MODEL]AX|Shure|ULXD4D [L50]|2|Dual Channel Receiver"", ""[MODEL]AX|Shure|ULXD1 [L50]|3|Beltpack"", ""[MODEL]AX|Shure|P9T|1|Wireless Transmitter"", ""[MODEL]AX|Shure|P9RA|4|Bodypack Receiver [P7]"", ""[MODEL]AX|Yamaha|DXR12|2|Active 12\"" Speaker"", ""[MISC]8-core XLR - 30m;2"", ""[MODEL]AX|Shure|SE215|3|sound-isolating earphones, black"", ""P9T#05"", ""P9RA#01"", ""P9RA#02"", ""P9RA#03"", ""P9RA#04"", ""ULXD4D#02"", ""ULXD4D#03"", ""DXR12#01"", ""DXR12#02"", ""SE215#01"", ""SE215#02"", ""SE215#03"", ""ULXD1#02"", ""ULXD1#05"", ""ULXD1#07""]","[""P9RA#03"", ""ULXD1#02"", ""ULXD1#07"", ""P9RA#02"", ""P9T#05"", ""SE215#02"", ""P9RA#01"", ""ULXD4D#02"", ""SE215#01"", ""ULXD1#05"", ""P9RA#04"", ""SE215#03"", ""DXR12#02"", ""DXR12#01"", ""ULXD4D#03"", ""[MISC]8-core XLR - 30m;2""]",Closed,[],[],[],dry hire,False,
