EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
103,SG Air Show 2026 (Bencon) @ Changi Exhibition Centre,20260129,20260209,[],"[""[MODEL]VX|Samsung|LH50QHCEBGCXXS|2|50\"" Crystal UHD Signage"", ""[LOAN]55\"" Touchscreen TV;4"", ""QM50C#03"", ""QM50C#04"", ""[MODEL]VX|Lenovo|Legion 5 Pro|2|16inch Windows Laptop"", ""Laptop#02"", ""Laptop#01""]","[""[LOAN]55\"" Touchscreen TV;4"", ""QM50C#04"", ""Laptop#02"", ""Laptop#01"", ""QM50C#03""]",Closed,"[""[LOAN]55\"" Touchscreen TV;4""]",[],[],events,True,
