EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
150,Dry Hire: Avery Events,20260627,20260628,[],"[""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|Sennheiser|SEK(UHF)|9|Spectera Bidirectional bodypack"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""DPA Violin Clip\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""d29df0a78fb2146b\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""DPA Saxaphone Clip\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""bd89bd221a96281f\"",\""version\"":2}""]",[],Preparing,"[""DAD#01"", ""DAD#02"", ""SBS#01"", ""SEK#01"", ""SEK#02"", ""SEK#03"", ""SEK#04"", ""SEK#05"", ""SEK#06"", ""SEK#07"", ""SEK#08"", ""SEK#09"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""DPA Violin Clip\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""d29df0a78fb2146b\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""DPA Saxaphone Clip\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""bd89bd221a96281f\"",\""version\"":2}""]",[],[],dry hire,False,"[{""timestamp"": ""2026/06/22 14:03:32"", ""user"": ""bnjm2000"", ""action"": ""Created event 150: Dry Hire: Avery Events via web interface""}, {""timestamp"": ""2026/06/22 14:03:43"", ""user"": ""bnjm2000"", ""action"": ""Added 2x Sennheiser DAD(UHF) model to event 150 (total: 2)""}, {""timestamp"": ""2026/06/22 14:03:50"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Sennheiser Spectera Base Station model to event 150 (total: 1)""}, {""timestamp"": ""2026/06/22 14:03:50"", ""user"": ""bnjm2000"", ""action"": ""Added 6x Sennheiser SEK(UHF) model to event 150 (total: 6)""}, {""timestamp"": ""2026/06/22 14:04:00"", ""user"": ""bnjm2000"", ""action"": ""Added 1x DPA 4099 model to event 150 (total: 1)""}, {""timestamp"": ""2026/06/22 14:04:08"", ""user"": ""bnjm2000"", ""action"": ""Updated event 150: Dry Hire: Avery Events via web interface""}, {""timestamp"": ""2026/06/25 14:07:06"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset DAD#01 to event 150""}, {""timestamp"": ""2026/06/25 14:07:07"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset DAD#02 to event 150""}, {""timestamp"": ""2026/06/25 14:07:13"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SBS#01 to event 150""}, {""timestamp"": ""2026/06/25 14:07:22"", ""user"": ""bnjm2000"", ""action"": ""Removed Sennheiser SEK(UHF) model from event 150""}, {""timestamp"": ""2026/06/25 14:07:23"", ""user"": ""bnjm2000"", ""action"": ""Added 9x Sennheiser SEK(UHF) model to event 150 (total: 9)""}, {""timestamp"": ""2026/06/25 14:07:28"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#01 to event 150""}, {""timestamp"": ""2026/06/25 14:07:29"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#02 to event 150""}, {""timestamp"": ""2026/06/25 14:07:31"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#03 to event 150""}, {""timestamp"": ""2026/06/25 14:07:31"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#04 to event 150""}, {""timestamp"": ""2026/06/25 14:07:31"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#05 to event 150""}, {""timestamp"": ""2026/06/25 14:07:33"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#06 to event 150""}, {""timestamp"": ""2026/06/25 14:07:34"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#07 to event 150""}, {""timestamp"": ""2026/06/25 14:07:35"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#08 to event 150""}, {""timestamp"": ""2026/06/25 14:07:36"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset SEK#09 to event 150""}, {""timestamp"": ""2026/06/25 14:07:52"", ""user"": ""bnjm2000"", ""action"": ""Added MISC custom asset 'DPA Violin Clip' (1x, dept AX) to event 150""}, {""timestamp"": ""2026/06/25 14:08:03"", ""user"": ""bnjm2000"", ""action"": ""Added MISC custom asset 'DPA Saxaphone Clip' (1x, dept AX) to event 150""}, {""timestamp"": ""2026/06/25 14:08:05"", ""user"": ""bnjm2000"", ""action"": ""Prepared custom item 1x DPA Violin Clip for event 150""}, {""timestamp"": ""2026/06/25 14:08:06"", ""user"": ""bnjm2000"", ""action"": ""Prepared custom item 1x DPA Saxaphone Clip for event 150""}]",
