EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
20,Standard Chartered Lunar New Year Celebration 2025 @ Ritz Carlton Grand Ballroom,20250204,20250205,[],[],[],Added,[],[],[],events,False,"[{""timestamp"": ""2025/01/20"", ""user"": ""bnjm2000"", ""action"": ""Added event 20: Standard Chartered Lunar New Year Celebration 2025 @ Ritz Carlton Grand Ballroom.""}]",
