EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
21,Highland Park Relaunch @ AIR CCC,20250212,20250213,[],[],[],Added,[],[],[],events,False,"[{""timestamp"": ""2025/01/20"", ""user"": ""bnjm2000"", ""action"": ""Added event 21: Highland Park Relaunch @ AIR CCC.""}]",
