EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
12,Martell @ Ritz Carlton Garden Pavillion,20250111,20250111,"[{'model_description': '[AX] DPA 6061 Omni Submini Lavalier Microphone', 'quantity': 2}, {'model_description': '[AX] AKG C451 ', 'quantity': 2}, {'model_description': '[AX] Neumann KM184 ', 'quantity': 1}, {'model_description': '[AX] L-Acoustics X8 8"" passive coaxial enclosure', 'quantity': 4}, {'model_description': '[AX] L-Acoustics X12 12"" passive coaxial enclosure', 'quantity': 4}, {'model_description': '[AX] L-Acoustics SB18 High power compact subwoofer: 1 x 18""', 'quantity': 2}, {'model_description': '[AX] Yamaha QL5 Digital Mixer', 'quantity': 1}, {'model_description': '[AX] Hollyland HL-BAT700 Solidcom C1 (Pro) Battery', 'quantity': 16}, {'model_description': '[AX] Hollyland Solidcom C1 (Pro) 8-Slot Battery Charging Case 8-Slot Battery Charging Case', 'quantity': 1}, {'model_description': '[AX] Hollyland Solidcom C1 Pro Remote Headset ', 'quantity': 8}, {'model_description': '[AX] Hollyland Solidcom C1 Pro Wired Headset for Hub ', 'quantity': 1}, {'model_description': '[AX] Hollyland Solidcom C1 Pro Hub ', 'quantity': 1}, {'model_description': '[AX] Shure ULXD4D Dual Channel Receiver [G52]', 'quantity': 1}, {'model_description': '[AX] Shure ULXD4Q Quad Channel Receiver [G52]', 'quantity': 1}, {'model_description': '[AX] Shure ULXD2 Handheld Microphone [G52]', 'quantity': 3}, {'model_description': '[AX] Shure ULXD1 Beltpack [G52]', 'quantity': 3}]",[],[],Added,[],[],[],events,False,"[{""timestamp"": ""2024/11/21"", ""user"": ""bnjm2000"", ""action"": ""Added event 12: ilufhgwieuh.""}, {""timestamp"": ""2025/01/03"", ""user"": ""bnjm2000"", ""action"": ""Added event 12: Martell @ Ritz Carlton Garden Pavillion.""}, {""timestamp"": ""2025/01/03"", ""user"": ""bnjm2000"", ""action"": ""Edited event 12: Martell @ Ritz Carlton Garden Pavillion.""}, {""timestamp"": ""2025/01/08"", ""user"": ""bnjm2000"", ""action"": ""Edited event 12: Martell @ Ritz Carlton Garden Pavillion.""}]",
