EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
18,Grand Seiko CNY In-store Event @ MBS,20250123,20250124,"[{'model_description': '[AX] Turbosound IP1000 Powered Column Loudspeaker', 'quantity': 2}, {'model_description': '[AX] Shure ULXD2 Handheld Microphone [L50]', 'quantity': 2}, {'model_description': '[AX] Shure ULXD4D Dual Channel Receiver [L50]', 'quantity': 1}, {'model_description': '[AX] Yamaha MG06 6-Channel Analog Mixing Console with FX', 'quantity': 1}]",[],[],Added,[],[],[],events,False,"[{""timestamp"": ""2025/01/20"", ""user"": ""bnjm2000"", ""action"": ""Added event 18: Grand Seiko CNY In-store Event @ MBS.""}, {""timestamp"": ""2025/06/11"", ""user"": ""bnjm2000"", ""action"": ""Edited event 18: Grand Seiko CNY In-store Event @ MBS.""}]",
