EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
138,Dry Hire: Avery Events,20260512,20260512,[],"[""[MODEL]UN|Custom|Sandbag|20|Sandbag - 6kg""]","[""[BULK]BULK-0015|20""]",Closed,"[""[BULK]BULK-0015|20""]",[],dry hire,False
