EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
50,Valentino Le Meta-Theatre Des Intimates @ ArtSpace,20250918,20250921,[],"[""[MODEL]LX|Astera|Titan Tube|8|LED tube"", ""[MODEL]AX|L-Acoustics|5XTW|12|5\"" passive coaxial enclosure, white"", ""[MODEL]AX|L-Acoustics|5XT|4|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|L-Acoustics|ETR5W|12|Adjustable U-bracket: 5XTW"", ""[MODEL]AX|L-Acoustics|ETR5|4|Adjustable U-bracket: 5XT"", ""[MODEL]AX|L-Acoustics|LA4X|1|Amplified controller"", ""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|MiPro|MR-90|1|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|Yamaha|DXR10|2|Active 10\"" Speaker"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|4|Profile LED"", ""[MODEL]LX|Lumenradio|Aurora|2|"", ""[MODEL]AX|Pioneer|DJM-900NXS2|1|4-channel pro-DJ mixer"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)""]",[],Planning,[],[],events,False
