EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
60,Dior Cruise 2026 Presentation @ Former Command House,20251008,20251021,[],[],[],Added,[],[],events,False
