EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
96,STPI Symposium @ 72-13,20260122,20260124,[],"[""[MODEL]AX|L-Acoustics|X12|4|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|LA4X|1|Amplified controller"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|2|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]LX|Silver Star|Eclipse 1000 RGBAL SS847XAL|12|300W LED Profile Spot"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|32A 3-Phase DB|Custom DB|1|"", ""[MODEL]AX|L-Acoustics|X-US1215|4|Short U-bracket for X12 and X15 HiQ"", ""[MODEL]AX|Shure|ULXD2|6|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD4Q|1|Quad Channel Receiver [L50]"", ""ULXD4D#01"", ""ULXD4Q#01""]",[],Preparing,"[""ULXD4D#01"", ""ULXD4Q#01""]",[],events,False
