EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
82,Siong Leng Gala Dinner @ Andaz Hotel,20251122,20251122,[],"[""[MODEL]AX|L-Acoustics|X12|2|12\"" passive coaxial enclosure"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|SEK(UHF)|10|Spectera Bidirectional bodypack"", ""[MODEL]AX|DPA|DAD 9003|10|MicroLock to 3-pin LEMO"", ""[MODEL]LX|Avolites|Quartz|1|Console"", ""[MODEL]AX|L-Acoustics|LA4X|1|Amplified controller"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""DAD9003#01"", ""DAD9003#02"", ""DAD9003#03"", ""DAD9003#04"", ""DAD9003#05"", ""DAD9003#06"", ""DAD9003#07"", ""DAD9003#08"", ""DAD9003#09"", ""DAD9003#10"", ""X12#03"", ""X12#04"", ""SBS#01"", ""DAD#01"", ""DAD#02"", ""SEK#01"", ""SEK#02"", ""SEK#03"", ""SEK#04"", ""SEK#05"", ""SEK#06"", ""SEK#07"", ""SEK#08"", ""SEK#09"", ""SEK#10"", ""ULXD4Q#02"", ""ULXD4Q#03"", ""[MODEL]AX|Shure|ULXD4Q [G52]|2|Quad Channel Receiver"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#09"", ""DIABLO#10"", ""DIABLO#11"", ""DIABLO#12"", ""QUARTZ#01"", ""QL1#02"", ""[MODEL]AX|Sennheiser|MKE2 (black)|2|Lavalier microphone"", ""[MODEL]AX|DPA|6061 (black)|4|Omni Submini Lavalier Microphone"", ""6061#13"", ""6061#14"", ""6061#15"", ""6061#16"", ""DAD6010#42"", ""DAD6010#36"", ""DAD6010#30"", ""DAD6010#44"", ""DAD6001#05"", ""4099#04"", ""4099#17"", ""4099#14"", ""4099#13"", ""4099#16"", ""[MODEL]AX|DPA|4099|5|Instrument Microphone"", ""MKE2#01"", ""MKE2#02"", ""ULXD2#13"", ""ULXD2#14"", ""ULXD2#17"", ""ULXD2#15"", ""ULXD2#16"", ""ULXD1#13"", ""ULXD1#16"", ""ULXD1#15"", ""ULXD1#17"", ""ULXD1#14"", ""[MODEL]AX|Shure|ULXD1 [G52]|5|Beltpack"", ""[MODEL]AX|Shure|ULXD2 [G52]|5|Handheld Microphone"", ""LA4X#08"", ""IPAD#01"", ""[MODEL]LX|Le Maitre|MVS Hazer|1|Hazer machine"", ""MVSHAZER#02""]","[""LA4X#08"", ""ULXD4Q#02"", ""X12#04"", ""DAD6010#36"", ""QL1#02"", ""ULXD2#17"", ""ULXD2#16"", ""DAD9003#05"", ""SEK#01"", ""4099#14"", ""SEK#06"", ""DAD6010#42"", ""ULXD4Q#03"", ""DAD9003#03"", ""DAD9003#08"", ""SEK#10"", ""DAD6001#05"", ""6061#14"", ""MKE2#01"", ""ULXD1#17"", ""SEK#09"", ""ULXD1#14"", ""SEK#05"", ""X12#03"", ""SEK#03"", ""DAD9003#09"", ""DAD#02"", ""6061#13"", ""DAD#01"", ""DAD9003#02"", ""MKE2#02"", ""SEK#02"", ""4099#17"", ""IPAD#01"", ""DAD9003#10"", ""DAD9003#04"", ""6061#15"", ""ULXD2#14"", ""ULXD1#15"", ""DAD9003#06"", ""SEK#04"", ""DAD6010#30"", ""4099#13"", ""ULXD2#15"", ""4099#04"", ""ULXD1#16"", ""SBS#01"", ""DAD9003#01"", ""6061#16"", ""4099#16"", ""SEK#07"", ""DAD9003#07"", ""ULXD1#13"", ""ULXD2#13"", ""DAD6010#44"", ""SEK#08"", ""MVSHAZER#02"", ""QUARTZ#01"", ""DIABLO#10"", ""DIABLO#09"", ""DIABLO#11"", ""DIABLO#02"", ""DIABLO#04"", ""DIABLO#12"", ""DIABLO#03"", ""DIABLO#01""]",Closed,[],"[""DAD6010#42"", ""DAD6010#36"", ""DAD6010#30"", ""DAD6010#44"", ""DAD6001#05""]",[],events,True
