EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
102,SG Airshow 2026 - Anduril Booth (Ultimus) @ Changi Exhibition Centre,20260131,20260209,[],"[""[MISC]Silver Star Roxcyc;24""]",[],Ready,"[""[MISC]16A to PowerCon - 20m"", ""[MISC]Silver Star Roxcyc;24""]",[],events,False
