EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
54,Wedding Dinner of Leon & Cabrina @ TRCM,20251011,20251012,[],"[""[MODEL]AX|L-Acoustics|KARAII|18|Long Throw Concert Sound Loudspeaker "", ""[MODEL]AX|L-Acoustics|M-BUMP|4|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|L-Acoustics|M-BAR|4|Extension bar for rigging frame"", ""[MODEL]AX|L-Acoustics|SB18|8|High power compact subwoofer: 1 x 18\"""", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|12|Profile LED"", ""[MODEL]LX|Ayrton|Diablo Profile|4|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|16|Wash LED"", ""[MODEL]LX|Silver Star|Eclipse 1000 RGBAL SS847XAL|14|300W LED Profile Spot"", ""[MODEL]LX|Astera|Pixel Brick|48|Batt LED Uplighters"", ""[MODEL]AX|L-Acoustics|LA12X|5|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA4X|1|Amplified controller""]",[],Planning,[],[],events,False
