EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
22,Wedding @ TWG,20250213,20250213,[],[],[],Closed,[],[],events,True
