EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
87,Dry Hire: Wes Sound Works,20251201,20251201,[],"[""[MODEL]AX|Sennheiser|Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|SEK(UHF)|10|Bidirectional bodypack"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Bidirectional digital antenna"", ""[MODEL]AX|Behringher|P1|2|Wired IEM beltpack"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [G52]"", ""[MODEL]AX|DPA|4099|3|Instrument Microphone"", ""[MODEL]AX|DPA|4488|2|Directional Headset, beige"", ""4099#04"", ""4099#14"", ""4099#13"", ""P1#05"", ""P1#01"", ""6061#16"", ""6061#15"", ""6061#14"", ""4488#01"", ""4488#06"", ""ULXD2#13"", ""ULXD2#17"", ""ULXD2#18"", ""ULXD2#14"", ""ULXD4D#05"", ""ULXD4D#06"", ""SEK#01"", ""SEK#02"", ""SEK#03"", ""SEK#04"", ""SEK#05"", ""SEK#06"", ""SEK#07"", ""SEK#08"", ""SEK#09"", ""SEK#10"", ""DAD#01"", ""DAD#02"", ""SBS#01"", ""[MODEL]AX|Shure|ULXD2|4|Handheld Microphone [G52]"", ""[MODEL]AX|DPA|6061|3|Omni Submini Lavalier Microphone (black)"", ""[MODEL]AX|Yamaha|Rio1608-d2|1|High Performance I/O Rack"", ""RIO1608-D2 #01""]",[],Ready,"[""4099#04"", ""4099#14"", ""4099#13"", ""P1#05"", ""P1#01"", ""6061#16"", ""6061#15"", ""6061#14"", ""4488#01"", ""4488#06"", ""ULXD2#13"", ""ULXD2#17"", ""ULXD2#18"", ""ULXD2#14"", ""ULXD4D#05"", ""ULXD4D#06"", ""SEK#01"", ""SEK#02"", ""SEK#03"", ""SEK#04"", ""SEK#05"", ""SEK#06"", ""SEK#07"", ""SEK#08"", ""SEK#09"", ""SEK#10"", ""DAD#01"", ""DAD#02"", ""SBS#01"", ""RIO1608-D2 #01""]","[""RIO1608-D2 #01""]",dry hire,False
