EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
132,Rolex Event @ New Bahru,20260524,20260604,"[{'model_description': '[ELEC] Custom 63A 3-Phase DB 12x 16A 1P\n2x 32A 3P', 'quantity': 1}]","[""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]STG|Chain Master|D8|12|1 ton electric chain hoist c/w 18m chain"", ""[MODEL]STG|Custom|Chain Hoist Controller|1|Chain Hoist Controller"", ""[MODEL]AX|L-Acoustics|LA2Xi|1|Amplified controller"", ""[MODEL]AX|L-Acoustics|5XT|4|5\"" passive coaxial enclosure (black)"", ""[MODEL]AX|L-Acoustics|ETR5|4|Adjustable U-bracket: 5XT"", ""[MODEL]AX|Interspace Industries|PCBB3|2|PC Balance Box"", ""[MODEL]AX|Yamaha|DXR8|1|Active 8\"" Speaker"", ""[MODEL]STG|Global Truss|F34 Corner Block (Black)|12|Corner Block (black)"", ""[MODEL]STG|Global Truss|F34 Truss - 3m (Black)|9|3m truss (black)"", ""[MODEL]STG|Global Truss|F34 Truss - 2.5m (Black)|4|2.5m truss (black)"", ""[MODEL]STG|Global Truss|F34 Truss - 2m (Black)|15|2m truss (black)"", ""[MODEL]STG|Global Truss|F34 Truss - 1.5m (Black)|6|1.5m truss (black)"", ""[MODEL]STG|Global Truss|F34 Truss - 1m (Black)|2|1m truss (silver)"", ""[MODEL]STG|Global Truss|F34 Truss - 0.5m (Black)|3|0.5m truss (black)"", ""[MODEL]AX|EV|EVOLVE 50|2|Portable column system"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)"", ""[MODEL]ELEC|Custom|63A 3-Phase DB|1|12x 16A 1P\n2x 32A 3P"", ""CONTROLLER#01"", ""CMD8#01"", ""CMD8#02"", ""CMD8#03"", ""CMD8#04"", ""CMD8#05"", ""CMD8#07"", ""CMD8#08"", ""CMD8#06"", ""CMD8#09"", ""CMD8#10"", ""CMD8#11"", ""CMD8#12"", ""DM3#02"", ""EVOLVE50#01"", ""EVOLVE50#02"", ""5XT#01"", ""5XT#02"", ""5XT#03"", ""5XT#04"", ""ETR5#01"", ""ETR5#02"", ""ETR5#03"", ""ETR5#04"", ""IPAD#03"", ""PCBB#03"", ""PCBB#06"", ""LA2XI#01"", ""DXR8#01"", ""[MODEL]STG|Custom|380mm|2|medium-duty top plate"", ""[MODEL]STG|Global Truss|F34 Truss - 1m (Silver)|2|1.5m truss (silver)"", ""[CUSTOM]{\""company\"":\""Avery Events and Entertainment LLP\"",\""department\"":\""ELEC\"",\""name\"":\""32A 3 Phase toblerone DB\"",\""quantity\"":1,\""type\"":\""LOAN\"",\""uid\"":\""7bbc56e1cdb8360b\"",\""version\"":2}"", ""[MODEL]VX|Accsoon|Cineview Master 4K RX|1|Wireless SDI/HDMI Receiver"", ""[MODEL]VX|Accsoon|Cineview Master 4K TX|1|Wireless SDI/HDMI Transmitter"", ""[MODEL]VX|Blackmagic Design|Atem Mini Extreme ISO G2|1|Video Switcher"", ""[MODEL]VX|Apple|Macbook Pro (A1707)|1|15.4inch Macbook Pro (2017)"", ""ISOG2#01"", ""MACBOOK#01"", ""MASTER4KTX#01"", ""MASTER4KRX#01"", ""[MODEL]LX|China|Mini Profile - Tungsten|54|20W Mini Profile Light"", ""[MODEL]LX|Avolites|Quartz|1|Console"", ""QUARTZ#02"", ""63ADB#03""]",[],Ongoing,"[""[BULK]BULK-0014|12"", ""CONTROLLER#01"", ""CMD8#01"", ""CMD8#02"", ""CMD8#03"", ""CMD8#04"", ""CMD8#05"", ""CMD8#07"", ""CMD8#08"", ""CMD8#06"", ""CMD8#09"", ""CMD8#10"", ""CMD8#11"", ""CMD8#12"", ""DM3#02"", ""EVOLVE50#01"", ""EVOLVE50#02"", ""5XT#01"", ""5XT#02"", ""5XT#03"", ""5XT#04"", ""ETR5#01"", ""ETR5#02"", ""ETR5#03"", ""ETR5#04"", ""IPAD#03"", ""PCBB#03"", ""PCBB#06"", ""LA2XI#01"", ""DXR8#01"", ""[BULK]BULK-0022|2"", ""[BULK]BULK-0013|3"", ""[BULK]BULK-0011|6"", ""[BULK]BULK-0012|2"", ""[BULK]BULK-0005|2"", ""[BULK]BULK-0009|4"", ""[BULK]BULK-0010|15"", ""[BULK]BULK-0008|9"", ""[CUSTOM]{\""company\"":\""Avery Events and Entertainment LLP\"",\""department\"":\""ELEC\"",\""name\"":\""32A 3 Phase toblerone DB\"",\""quantity\"":1,\""type\"":\""LOAN\"",\""uid\"":\""7bbc56e1cdb8360b\"",\""version\"":2}"", ""ISOG2#01"", ""MACBOOK#01"", ""MASTER4KTX#01"", ""MASTER4KRX#01"", ""[BULK]BULK-0025|54"", ""QUARTZ#02"", ""63ADB#03""]",[],"[""[CUSTOM]{\""company\"":\""Avery Events and Entertainment LLP\"",\""department\"":\""ELEC\"",\""name\"":\""32A 3 Phase toblerone DB\"",\""quantity\"":1,\""type\"":\""LOAN\"",\""uid\"":\""7bbc56e1cdb8360b\"",\""version\"":2}""]",events,False,
