EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
29,dearGENTLEFOLK @ Restaurant Born,20250711,20250711,[],"[""[MODEL]AX|Turbosound|IP1000|8|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|Shure|PA805SWB|1|Passive Directional Antenna"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Yamaha|MG10|1|10-Channel Analogue Mixer"", ""[MODEL]AX|TalentCell|YB1208300-USB|4|Lithuim ion battery pack"", ""MT-90A#01"", ""MT-90A#03"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""PA805SWB#01"", ""[MODEL]AX|Shure|ULXD2|3|Handheld Microphone [L50]"", ""ULXD2#01"", ""ULXD2#05"", ""ULXD2#10"", ""TALENTCELL#01"", ""TALENTCELL#02"", ""TALENTCELL#03"", ""TALENTCELL#04"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#05"", ""IP1000#06"", ""IP1000#07"", ""IP1000#08"", ""MG10#01"", ""ULXD4D#04"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner"", ""COMBINE4#01""]","[""MT-90A#01"", ""MT-90A#03"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""PA805SWB#01"", ""ULXD2#01"", ""ULXD2#05"", ""ULXD2#10"", ""TALENTCELL#01"", ""TALENTCELL#02"", ""TALENTCELL#03"", ""TALENTCELL#04"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#05"", ""IP1000#06"", ""IP1000#07"", ""IP1000#08"", ""MG10#01"", ""ULXD4D#04"", ""COMBINE4#01""]",Closed,[],[],events,False
