EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
126,Hermes Sorry it was yesterday @ Liat Towers,20260420,20260423,[],"[""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Sennheiser|Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Bidirectional digital antenna"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|Turbosound|IP1000|6|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|4|Interlink receiver"", ""[MODEL]AX|DPA|4488|4|Directional Headset, beige"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|1|PC Balance Box"", ""[MODEL]LX|Astera|Pixel Brick|24|Batt LED Uplighters"", ""[MODEL]AX|Shure|P9T|1|Wireless Transmitter"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner"", ""[MODEL]AX|Shure|P9RA|4|Bodypack Receiver [P7]"", ""[MODEL]AX|Shure|P9R|1|Bodypack Receiver [P7]"", ""[MODEL]AX|Shure|ULXD2|1|Handheld Microphone [G52]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [G52]"", ""PB#25"", ""PB#26"", ""PB#27"", ""PB#28"", ""PB#29"", ""PB#30"", ""PB#31"", ""PB#32"", ""PB#33"", ""PB#34"", ""PB#35"", ""PB#36"", ""PB#37"", ""PB#38"", ""PB#39"", ""PB#40"", ""PB#41"", ""PB#42"", ""PB#43"", ""PB#44"", ""PB#45"", ""PB#46"", ""PB#47"", ""PB#48""]",[],Preparing,"[""PB#25"", ""PB#26"", ""PB#27"", ""PB#28"", ""PB#29"", ""PB#30"", ""PB#31"", ""PB#32"", ""PB#33"", ""PB#34"", ""PB#35"", ""PB#36"", ""PB#37"", ""PB#38"", ""PB#39"", ""PB#40"", ""PB#41"", ""PB#42"", ""PB#43"", ""PB#44"", ""PB#45"", ""PB#46"", ""PB#47"", ""PB#48""]",[],events,False
