EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
24,BBC Earth Screening @ GBTB,20250703,20250705,[],"[""[MODEL]AX|L-Acoustics|KARAII|18|Long Throw Concert Sound Loudspeaker"", ""[MODEL]AX|L-Acoustics|M-BUMP|2|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|L-Acoustics|LA12X|6|Amplified controller"", ""[MODEL]AX|Ultimate Support|TS-100B|2|Air-powered speaker stand"", ""[MODEL]AX|Shure|ULXD2|2|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|L-Acoustics|X12|4|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|LA4X|3|Amplified controller"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]AX|L-Acoustics|LS10|6|10-port Ethernet AVB Switch, Avnu-certified"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|SB18|12|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|M-BAR|2|Extension bar for rigging frame"", ""[MODEL]AX|Interspace Industries|PCBB3|2|PC Balance Box"", ""[MODEL]LX|Robe|ESPRITE|4|Profile LED"", ""[MODEL]VX|Analogue Way|Pulse 2|1|Video Switcher"", ""[MODEL]AX|Radial Engineering|USB-Pro|1|USB direct box""]",[],Planning,[],"[""CAMEO#01"", ""5XTW#01"", ""X8#01""]",events
