EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
147,Dry Hire: Avery Events,20260618,20260619,[],"[""[MODEL]VX|Samsung|LH75QMCEBGCXXS|1|75\"" Crystal UHD Signage"", ""[MODEL]LX|Astera|Titan Tube|16|LED tube"", ""[MODEL]LX|Lumenradio|Aurora|2|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""[MODEL]STG|Global Truss|F34 Corner Block (Silver)|6|Corner Block (silver)"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""White truss skirting - 3m\"",\""quantity\"":4,\""type\"":\""MISC\"",\""uid\"":\""1170c7df7afaffac\"",\""version\"":2}"", ""[MODEL]LX|Avolites|Quartz|1|Console""]","[""[BULK]BULK-0007|6"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""White truss skirting - 3m\"",\""quantity\"":4,\""type\"":\""MISC\"",\""uid\"":\""1170c7df7afaffac\"",\""version\"":2}"", ""TT#03"", ""TT#10"", ""TT#09"", ""TT#11"", ""AURORA#01"", ""TT#12"", ""TT#07"", ""TT#08"", ""TT#04"", ""TT#05"", ""TT#13"", ""AURORA#04"", ""TT#02"", ""TT#06"", ""TT#16"", ""TT#14"", ""TT#15"", ""TT#01""]",Closed,"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""White truss skirting - 3m\"",\""quantity\"":4,\""type\"":\""MISC\"",\""uid\"":\""1170c7df7afaffac\"",\""version\"":2}"", ""[BULK]BULK-0007|6""]",[],[],dry hire,True,"[{""timestamp"": ""2026/06/22 13:48:49"", ""user"": ""bnjm2000"", ""action"": ""Created event 147: Dry Hire: Avery Events via web interface""}, {""timestamp"": ""2026/06/22 13:49:04"", ""user"": ""bnjm2000"", ""action"": ""Updated event 147: Dry Hire: Avery Events via web interface""}, {""timestamp"": ""2026/06/22 13:49:55"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Samsung LH75QMCEBGCXXS model to event 147 (total: 1)""}, {""timestamp"": ""2026/06/22 13:50:25"", ""user"": ""bnjm2000"", ""action"": ""Added 16x Astera Titan Tube model to event 147 (total: 16)""}, {""timestamp"": ""2026/06/22 13:50:32"", ""user"": ""bnjm2000"", ""action"": ""Added 2x Lumenradio Aurora model to event 147 (total: 2)""}, {""timestamp"": ""2026/06/22 13:51:39"", ""user"": ""bnjm2000"", ""action"": ""Added 6x Global Truss F34 Corner Block (Silver) model to event 147 (total: 6)""}, {""timestamp"": ""2026/06/22 13:51:54"", ""user"": ""bnjm2000"", ""action"": ""Added MISC custom asset 'White truss skirting - 3m' (4x, dept STG) to event 147""}, {""timestamp"": ""2026/06/22 13:52:05"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Avolites Quartz model to event 147 (total: 1)""}, {""timestamp"": ""2026/06/22 13:52:17"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#01 to event 147""}, {""timestamp"": ""2026/06/22 13:52:18"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#02 to event 147""}, {""timestamp"": ""2026/06/22 13:52:19"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#04 to event 147""}, {""timestamp"": ""2026/06/22 13:52:19"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#03 to event 147""}, {""timestamp"": ""2026/06/22 13:52:20"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#06 to event 147""}, {""timestamp"": ""2026/06/22 13:52:22"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#08 to event 147""}, {""timestamp"": ""2026/06/22 13:52:22"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#07 to event 147""}, {""timestamp"": ""2026/06/22 13:52:23"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#05 to event 147""}, {""timestamp"": ""2026/06/22 13:52:24"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#09 to event 147""}, {""timestamp"": ""2026/06/22 13:52:25"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#10 to event 147""}, {""timestamp"": ""2026/06/22 13:52:26"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#11 to event 147""}, {""timestamp"": ""2026/06/22 13:52:27"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#12 to event 147""}, {""timestamp"": ""2026/06/22 13:52:28"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#13 to event 147""}, {""timestamp"": ""2026/06/22 13:52:28"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#14 to event 147""}, {""timestamp"": ""2026/06/22 13:52:29"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#16 to event 147""}, {""timestamp"": ""2026/06/22 13:52:30"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TT#15 to event 147""}, {""timestamp"": ""2026/06/22 13:52:36"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset AURORA#01 to event 147""}, {""timestamp"": ""2026/06/22 13:52:38"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset AURORA#04 to event 147""}, {""timestamp"": ""2026/06/22 13:52:44"", ""user"": ""bnjm2000"", ""action"": ""Prepared custom item 4x White truss skirting - 3m for event 147""}, {""timestamp"": ""2026/06/22 13:52:45"", ""user"": ""bnjm2000"", ""action"": ""Prepared 6x bulk asset Global Truss F34 Corner Block (Silver) for event 147""}, {""timestamp"": ""2026/06/22 13:57:16"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department STG in event 147: 2 items""}, {""timestamp"": ""2026/06/22 13:57:18"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department LX in event 147: 18 items""}, {""timestamp"": ""2026/06/22 13:57:26"", ""user"": ""bnjm2000"", ""action"": ""User bnjm2000 forced event 147 (Dry Hire: Avery Events) state from Returning to Closed""}, {""timestamp"": ""2026/06/22 14:04:19"", ""user"": ""bnjm2000"", ""action"": ""Updated event 147: Dry Hire: Avery Events via web interface""}]",
