EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
54,Wedding Dinner of Leon & Cabrina @ Ritz Carlton Grand Ballroom,20251011,20251012,[],"[""[MODEL]AX|L-Acoustics|KARAII|18|Long Throw Concert Sound Loudspeaker"", ""[MODEL]AX|L-Acoustics|SB18|8|High power compact subwoofer: 1 x 18\"""", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|12|Profile LED"", ""[MODEL]LX|Ayrton|Diablo Profile|4|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|16|Wash LED"", ""[MODEL]LX|Silver Star|Eclipse 1000 RGBAL SS847XAL|14|300W LED Profile Spot"", ""[MODEL]AX|L-Acoustics|LA4X|3|Amplified controller"", ""[MODEL]AX|L-Acoustics|M-BAR|4|Extension bar for rigging frame"", ""[MODEL]AX|L-Acoustics|M-BUMP|4|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|L-Acoustics|X8|8|8\"" passive coaxial enclosure"", ""[MODEL]AX|Shure|ULXD2 [L50]|4|Handheld Microphone"", ""[MODEL]AX|Shure|ULXD4D [L50]|2|Dual Channel Receiver"", ""[MODEL]AX|Shure|AD3|1|Plug-on Transmitter"", ""[MODEL]AX|Shure|AD4D|1|Two-Channel Digital Wireless Receiver"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""[MODEL]AX|Radial Engineering|J48 Mono|4|Phantom Powered Active Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Stereo|1|Phantom Powered Active Direct Box"", ""[MODEL]AX|AKG|C451B|1|Cardioid condenser microphone"", ""[MODEL]AX|Shure|SM57|4|dynamic instrument microphone"", ""[MODEL]AX|Shure|Beta 58A|4|supercardioid dynamic vocal microphone"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|Shure|ULXD4D [G52]|2|Dual Channel Receiver"", ""[MODEL]AX|Shure|ULXD1 [L50]|1|Beltpack"", ""[MODEL]AX|DPA|DAD 6010|1|MicroDot to TA4F Adapter"", ""[MODEL]AX|DPA|DAD 6001|1|Microdot to 3-Pin XLR Adapter"", ""[MODEL]AX|L-Acoustics|LA12X|7|Amplified controller"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[LOAN]Pioneer DJM S11"", ""[MODEL]AX|Audio Tecnica|AT8668|2|Microphone Desk Stand""]",[],Closed,[],[],events,True
