EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
104,Loewe Dinner @ New Bahru,20260204,20260205,[],"[""[MODEL]VX|Samsung|UN65TU8000F|2|65\"" Crystal UHD 4K Smart TV (2020)""]",[],Planning,[],[],events,False
