EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
141,Wave to Earth Busking Event @ *Scape,20260601,20260601,[],"[""[MODEL]AX|Shure|SM57|3|dynamic instrument microphone"", ""[MODEL]AX|Sennheiser|DAD(UHF)|1|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|SEK(UHF)|3|Spectera Bidirectional bodypack"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""Cat6 Drum - 50m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""cb6d708ea13f4fe8\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""ELEC\"",\""name\"":\""32A 1P DB Box\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""c31ad5af9441ef56\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""ELEC\"",\""name\"":\""32A 1P Cable - 10m\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""f5a038bcbfdf1e7d\"",\""version\"":2}"", ""[MODEL]AX|L-Acoustics|X12|4|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|LA4X|2|Amplified controller""]",[],Planning,[],[],[],events,False,
