EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
43,National Museum of SG Fundraising Dinner 2025 @ NMS,20250814,20250815,[],"[""[MODEL]AX|Turbosound|IP1000|4|Powered Column Loudspeaker"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|5XT|4|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|L-Acoustics|X8|4|8\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|LA12X|3|Amplified controller"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]AX|Yamaha|Rio3224-d|1|High Performance I/O Rack"", ""[MODEL]AX|Netgear|GSM4212P|2|Managed Switch"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]VX|Samsung|LH85QMCEBGCXXS|2|85\"" Crystal UHD Signage"", ""[MODEL]AX|Shure|ULXD4Q|1|Quad Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|DPA|DAD 6001|1|Microdot to 3-Pin XLR Adapter"", ""[MODEL]AX|Shure|SM57|4|dynamic instrument microphone"", ""[MODEL]AX|Radial Engineering|J48 Mono|1|Phantom Powered Active Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Stereo|1|Phantom Powered Active Direct Box"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)""]",[],Closed,[],[],events,True
