EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
8,Rental of Comms to Avery Events,20241209,20241211,"[{'model_description': '[AX] Hollyland HL-BAT700 Solidcom C1 (Pro) Battery', 'quantity': 16}, {'model_description': '[AX] Hollyland Solidcom C1 (Pro) 8-Slot Battery Charging Case 8-Slot Battery Charging Case', 'quantity': 1}, {'model_description': '[AX] Hollyland Solidcom C1 Pro Remote Headset ', 'quantity': 8}, {'model_description': '[AX] Hollyland Solidcom C1 Pro Wired Headset for Hub ', 'quantity': 1}, {'model_description': '[AX] Hollyland Solidcom C1 Pro Hub ', 'quantity': 1}]","[""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06"", ""C1ProRHS#08""]","[""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06"", ""C1ProRHS#08""]",Closed,[],[],events,True
