EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
97,Art SG 2026 - Belmond Booth @ MBS,20260122,20260125,[],"[""[MODEL]VX|Samsung|UN65TU8000F|2|65\"" Crystal UHD 4K Smart TV (2020)""]",[],Planning,[],[],events,False
