EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
36,Dry Hire: THH,20250712,20250713,[],"[""[MISC]24in base plate;4""]",[],Added,"[""[MISC]24in base plate;4""]",[],dry hire
