EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
80,Wedding of Andrew & Nicolette @ TRCM,20251115,20251116,[],[],[],Added,[],[],events,False
