EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
140,Dry Hire: Avery Events,20260515,20260519,[],"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[MODEL]STG|Custom|300mm base plate|10|Pipe and drape base plate""]","[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[BULK]BULK-0020|10""]",Closed,"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[BULK]BULK-0020|10""]",[],[],dry hire,False,
