EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
81,Wedding of Eamon & Mia @ Capella,20251122,20251123,[],"[""[MODEL]AX|L-Acoustics|X12|4|12\"" passive coaxial enclosure"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|Shure|Beta 52A|1|Kick drum mic"", ""[MODEL]AX|Shure|Beta 91A|1|Boundary condenser microphone"", ""[MODEL]AX|L-Acoustics|LA4X|4|Amplified controller"", ""[MODEL]AX|L-Acoustics|X8|8|8\"" passive coaxial enclosure"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|16|Wash LED"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Astera|Pixel Brick|32|Batt LED Uplighters"", ""[MODEL]AX|Shure|SM58S|2|cardioid dynamic w/ switch"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""[MODEL]AX|Shure|SM57|2|dynamic instrument microphone"", ""[MODEL]AX|Radial Engineering|J48 Mono|1|Phantom Powered Active Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Stereo|2|Phantom Powered Active Direct Box"", ""X12#01"", ""X12#02"", ""[MODEL]AX|Apple|IPAD|2|(10th Generation)"", ""IPAD#02"", ""IPAD#03"", ""B52A#01"", ""ME36#02"", ""ME36#01"", ""QL5#01"", ""B91A#01"", ""LEDBEAM#01"", ""LEDBEAM#02"", ""LEDBEAM#03"", ""LEDBEAM#04"", ""LEDBEAM#09"", ""LEDBEAM#10"", ""LEDBEAM#11"", ""LEDBEAM#12"", ""LEDBEAM#21"", ""LEDBEAM#22"", ""LEDBEAM#23"", ""LEDBEAM#24"", ""COMPACTXT#01"", ""J48M#06"", ""J48S#02"", ""J48S#03"", ""E904#02"", ""E904#03"", ""E904#04"", ""SM58S#03"", ""SM58S#04"", ""SM57#01"", ""SM57#02"", ""LEDBEAM#05"", ""LEDBEAM#06"", ""LEDBEAM#07"", ""LEDBEAM#08"", ""PB#41"", ""PB#42"", ""PB#43"", ""PB#44"", ""PB#45"", ""PB#46"", ""PB#47"", ""PB#48"", ""PB#49"", ""PB#50"", ""PB#51"", ""PB#52"", ""PB#53"", ""PB#54"", ""PB#55"", ""PB#56"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64"", ""PB#17"", ""PB#18"", ""PB#19"", ""PB#20"", ""PB#21"", ""PB#22"", ""PB#23"", ""PB#24"", ""[MODEL]LX|Lumenradio|Aurora|1|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""AURORA#02"", ""C451B#04"", ""C451B#01"", ""C451B#09"", ""X8#01"", ""X8#02"", ""X8#03"", ""X8#04"", ""X8#05"", ""X8#06"", ""X8#07"", ""X8#08"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#08"", ""X12#03"", ""X12#04"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#09"", ""DIABLO#10"", ""DIABLO#11"", ""DIABLO#12"", ""[MODEL]AX|AKG|C451B|3|Cardioid condenser microphone"", ""[MODEL]AX|Sennheiser|E904|3|Dynamic cardioid instrument microphone""]","[""PB#47"", ""PB#46"", ""DIABLO#02"", ""LEDBEAM#07"", ""PB#52"", ""DIABLO#04"", ""PB#55"", ""LEDBEAM#05"", ""DIABLO#03"", ""PB#18"", ""PB#22"", ""LEDBEAM#04"", ""AURORA#02"", ""LEDBEAM#24"", ""LEDBEAM#10"", ""DIABLO#09"", ""PB#64"", ""LEDBEAM#03"", ""LEDBEAM#06"", ""PB#21"", ""PB#54"", ""PB#23"", ""PB#19"", ""PB#50"", ""PB#42"", ""LEDBEAM#08"", ""PB#59"", ""PB#62"", ""PB#24"", ""COMPACTXT#01"", ""DIABLO#10"", ""PB#17"", ""PB#44"", ""DIABLO#11"", ""LEDBEAM#11"", ""PB#51"", ""PB#49"", ""LEDBEAM#09"", ""DIABLO#12"", ""PB#57"", ""LEDBEAM#12"", ""LEDBEAM#02"", ""LEDBEAM#22"", ""PB#43"", ""PB#61"", ""PB#20"", ""PB#58"", ""LEDBEAM#21"", ""LEDBEAM#01"", ""PB#41"", ""PB#63"", ""PB#60"", ""PB#53"", ""PB#45"", ""PB#56"", ""LEDBEAM#23"", ""DIABLO#01"", ""PB#48"", ""X8#05"", ""IPAD#03"", ""B91A#01"", ""X8#04"", ""LA4X#03"", ""ME36#02"", ""X8#01"", ""E904#04"", ""X12#01"", ""X8#08"", ""J48S#02"", ""E904#03"", ""QL5#01"", ""SM58S#03"", ""X12#03"", ""X8#02"", ""J48M#06"", ""SM57#01"", ""IPAD#02"", ""C451B#09"", ""X8#03"", ""C451B#04"", ""SM57#02"", ""SM58S#04"", ""X12#04"", ""J48S#03"", ""B52A#01"", ""X12#02"", ""LA4X#08"", ""LA4X#02"", ""X8#06"", ""C451B#01"", ""LA4X#01"", ""E904#02"", ""ME36#01"", ""X8#07""]",Closed,[],[],events,False
