EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
35,Dry Hire: UAV,20250314,20250322,[],"[""[MISC]NL4 Socapex breakout;2""]",[],Overdue,"[""[MISC]NL4 Socapex breakout;2""]",[],dry hire
