EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
48,Dry Hire: TTP,20250908,20250914,[],"[""[MODEL]LX|Lumenradio|Aurora|1|"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|5|Profile LED""]",[],Planning,[],[],dry hire,False
