EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
57,Dry Hire: Creative Technology,20250928,20251002,[],"[""[MODEL]AX|L-Acoustics|LA4X|6|Amplified controller"", ""[MODEL]AX|L-Acoustics|X12|10|12\"" passive coaxial enclosure"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#04"", ""LA4X#06"", ""LA4X#05"", ""X12#09"", ""X12#10"", ""X12#11"", ""X12#12"", ""X12#13"", ""X12#14""]",[],Preparing,"[""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#04"", ""LA4X#06"", ""LA4X#05"", ""X12#09"", ""X12#10"", ""X12#11"", ""X12#12"", ""X12#13"", ""X12#14""]","[""X12#14""]",dry hire,False
