EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
61,GRAFF Diamonds High Jewelry Event @ ION Art Gallery,20251011,20251026,[],"[""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Interspace Industries|PCBB3|1|PC Balance Box"", ""[MODEL]AX|Radial Engineering|Trim-two|2|Stereo DI with Level Control"", ""[MODEL]AX|L-Acoustics|5XT|12|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|L-Acoustics|ETR5|12|Adjustable U-bracket: 5XT"", ""[MODEL]AX|L-Acoustics|LA12X|1|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA4X|1|Amplified controller"", ""[MODEL]AX|Pioneer|CDJ2000NXS2|2|Professional DJ multi player (Black)"", ""[MODEL]AX|Pioneer|DJM-900NXS2|1|4-channel pro-DJ mixer""]",[],Closed,[],[],events,True
