EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
63,"Hermes ""The Silky Way"" @ MBS",20251014,20251106,[],"[""[MODEL]AX|L-Acoustics|5XT|51|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|L-Acoustics|ETR5|51|Adjustable U-bracket: 5XT"", ""[MODEL]AX|L-Acoustics|X8|16|8\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|SB18|5|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|M-BUMP|5|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|Yamaha|DM7|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|LA2Xi|4|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA4X|6|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA12X|6|Amplified controller""]",[],Planning,[],[],events,False
