EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
117,=Dreams Gala @ =Dreams Campus,20260326,20260328,[],"[""[MODEL]AX|L-Acoustics|X12|4|12\"" passive coaxial enclosure"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Charger|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]LX|Robe|ESPRITE|8|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Astera|Pixel Brick|24|Batt LED Uplighters"", ""[MODEL]AX|Shure|ULXD2|8|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD4Q|1|Quad Channel Receiver [L50]"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|7|"", ""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]AX|Apple|iPad|2|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|4|PC Balance Box"", ""ESPRITE#11"", ""ESPRITE#12"", ""ESPRITE#13"", ""ESPRITE#14"", ""ESPRITE#01"", ""ESPRITE#02"", ""ESPRITE#03"", ""ESPRITE#04"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#05"", ""DIABLO#06"", ""DIABLO#07"", ""DIABLO#08"", ""PB#01"", ""PB#02"", ""PB#03"", ""PB#04"", ""PB#05"", ""PB#06"", ""PB#07"", ""PB#08"", ""PB#09"", ""PB#10"", ""PB#11"", ""PB#12"", ""PB#13"", ""PB#14"", ""PB#15"", ""PB#16"", ""PB#17"", ""PB#18"", ""PB#19"", ""PB#20"", ""PB#21"", ""PB#22"", ""PB#24"", ""PB#23"", ""COMPACTXT#01"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06"", ""C1ProRHS#08"", ""LEDBEAM#05"", ""LEDBEAM#06"", ""LEDBEAM#07"", ""LEDBEAM#08"", ""[MODEL]AX|L-Acoustics|LA4X|2|Amplified controller"", ""[MODEL]ELEC|Custom|32A 3-Phase DB|1|"", ""32ADB#02"", ""[MODEL]AX|Shure|AD3|2|Plug-on Transmitter"", ""[MODEL]AX|Shure|AD4D|1|Two-Channel Digital Wireless Receiver"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""ME36#01"", ""ME36#02"", ""AD4D#01"", ""ULXD4D#01"", ""ULXD4D#04"", ""ULXD4Q#01"", ""[MODEL]AX|Yamaha|Ro8-d|1|8-channel Remote Output Rack"", ""RO8-D #01"", ""PCBB#11"", ""PCBB#05"", ""PCBB#04"", ""PCBB#06"", ""ULXD2#07"", ""ULXD2#06"", ""ULXD2#04"", ""ULXD2#05"", ""ULXD2#12"", ""ULXD2#09"", ""ULXD2#01"", ""ULXD2#08"", ""AD3#01"", ""AD3#02"", ""IPAD#02"", ""IPAD#03"", ""X12#03"", ""X12#04"", ""X12#05"", ""X12#06"", ""SB18#10"", ""SB18#09"", ""[MODEL]AX|L-Acoustics|X8|4|8\"" passive coaxial enclosure"", ""LA4X#10"", ""LA4X#09"", ""QL1#02"", ""IP1000#05"", ""IP1000#06"", ""X8#16"", ""X8#15"", ""X8#14"", ""X8#13"", ""[MODEL]LX|Lumenradio|Aurora|1|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""AURORA#03""]","[""PB#04"", ""PB#11"", ""PB#02"", ""PB#13"", ""LEDBEAM#08"", ""ESPRITE#02"", ""PB#05"", ""DIABLO#03"", ""DIABLO#06"", ""PB#15"", ""PB#18"", ""COMPACTXT#01"", ""ESPRITE#14"", ""32ADB#02"", ""DIABLO#08"", ""ESPRITE#13"", ""LEDBEAM#05"", ""DIABLO#04"", ""LEDBEAM#07"", ""PB#06"", ""PB#17"", ""PB#24"", ""PB#14"", ""ESPRITE#01"", ""PB#10"", ""ESPRITE#11"", ""PB#16"", ""PB#07"", ""PB#01"", ""PB#08"", ""PB#23"", ""DIABLO#05"", ""LEDBEAM#06"", ""PB#20"", ""DIABLO#07"", ""ESPRITE#12"", ""ESPRITE#03"", ""DIABLO#01"", ""PB#09"", ""PB#22"", ""DIABLO#02"", ""PB#21"", ""ESPRITE#04"", ""PB#03"", ""PB#19"", ""PB#12"", ""ULXD2#08"", ""PCBB#04"", ""X8#16"", ""HLBatt#04"", ""HLBatt#07"", ""C1ProRHS#07"", ""C1ProRHS#06"", ""ULXD2#05"", ""HLBatt#10"", ""LA4X#09"", ""X8#13"", ""C1ProRHS#08"", ""C1ProHub#01"", ""ULXD2#06"", ""X12#05"", ""C1ProCharger#01"", ""PCBB#06"", ""QL1#02"", ""HLBatt#08"", ""C1ProWHS#01"", ""IPAD#02"", ""LA4X#10"", ""PCBB#05"", ""C1ProRHS#03"", ""SB18#09"", ""ULXD2#01"", ""C1ProRHS#02"", ""HLBatt#16"", ""SB18#10"", ""HLBatt#11"", ""HLBatt#06"", ""ME36#02"", ""ULXD2#04"", ""X12#03"", ""X8#15"", ""RO8-D #01"", ""PCBB#11"", ""HLBatt#05"", ""ULXD4D#04"", ""X12#06"", ""HLBatt#15"", ""ULXD2#12"", ""ULXD4Q#01"", ""ULXD2#07"", ""X12#04"", ""AD4D#01"", ""IP1000#05"", ""HLBatt#01"", ""AD3#01"", ""ULXD2#09"", ""HLBatt#09"", ""HLBatt#13"", ""ME36#01"", ""AD3#02"", ""IP1000#06"", ""HLBatt#12"", ""IPAD#03"", ""HLBatt#14"", ""C1ProRHS#05"", ""C1ProRHS#04"", ""HLBatt#03"", ""HLBatt#02"", ""ULXD4D#01"", ""X8#14"", ""AURORA#03""]",Closed,[],[],[],events,False
