EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
66,Wedding of Justin & Amanda @ Raffles Sentosa,20251010,20251011,[],"[""[MODEL]AX|L-Acoustics|Syva|2|5\"" Colinear source"", ""[MODEL]AX|L-Acoustics|Syva Low|2|Bass reflex dual 12\"""", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|LA4X|3|Amplified controller"", ""[MODEL]AX|EV|EVOLVE 50|2|Portable column system"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|Sennheiser|Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|SEK(UHF)|5|Bidirectional bodypack"", ""[MODEL]AX|Shure|ULXD1|1|Beltpack [L50]"", ""[MODEL]AX|DPA|DAD 6010|1|MicroDot to TA4F Adapter"", ""[MODEL]AX|DPA|4099|6|Instrument Microphone"", ""[MODEL]AX|DPA|DAD 6001|4|Microdot to 3-Pin XLR Adapter"", ""[MISC]DPA saxaphone clip"", ""[MISC]DPA violin clip;4"", ""[MISC]DPA cello clip"", ""[MODEL]AX|Sennheiser|DAD(UHF)|1|Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|BA70|10|Lithium Ion rechargeable battery"", ""[MODEL]LX|Avolites|Tiger Touch 2|1|Console"", ""[MODEL]LX|Avolites|Quartz|1|Console"", ""[MODEL]LX|Silver Star|Eclipse 1000 RGBAL SS847XAL|4|300W LED Profile Spot"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED""]",[],Planning,[],[],events,False
