EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
119,Dry Hire: SCM,20260313,20260316,[],"[""[MODEL]AX|Yamaha|Rio3224-d|1|High Performance I/O Rack"", ""RIO3224-D #02""]","[""RIO3224-D #02""]",Closed,[],[],[],dry hire,False,
