EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
37,SingHealth DUKE-NUS Gala @ TRCM,20250725,20250726,[],"[""[MODEL]AX|L-Acoustics|SB18|4|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|Shure|Beta 52A|1|supercardioid dynamic kick drum mic"", ""[MODEL]AX|Sennheiser|E904|3|Dynamic cardioid instrument microphone"", ""[MODEL]AX|Shure|SM57|2|dynamic instrument microphone"", ""[MODEL]AX|Shure|SM58S|2|cardioid dynamic w/ switch"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|12|Profile LED"", ""[MODEL]LX|Ayrton|Diablo Profile|4|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|12|Wash LED"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]AX|Netgear|GSM4212P|2|Managed Switch"", ""[MODEL]AX|DPA|4099|6|Instrument Microphone"", ""[MODEL]AX|L-Acoustics|X12|8|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|X8|12|8\"" passive coaxial enclosure"", ""[MODEL]AX|DPA|6061|3|Omni Submini Lavalier Microphone"", ""[MODEL]AX|AKG|C451B|4|Cardioid condenser microphone"", ""[MODEL]AX|Shure|AD4Q|4|Four-Channel Digital Wireless Receiver"", ""[MODEL]AX|Shure|AD3|2|Plug-on Transmitter"", ""[MODEL]AX|Shure|AD2|16|Handheld Microphone [G56]"", ""[MODEL]AX|Shure|AD1|16|Beltpack [G56]"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""[MODEL]AX|Audio Tecnica|AT8668|2|Microphone Desk Stand""]",[],Planning,[],[],events,False
