EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
27,IP 10th Anniversary Client's Party @ Siri House,20250704,20250704,[],"[""[MODEL]AX|Yamaha|DXR12|1|Active 12\"" Speaker"", ""[MODEL]AX|Pioneer|DJM-A9|1|4-channel pro-DJ mixer"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|2|Interlink receiver"", ""[MODEL]AX|Shure|PA805SWB|1|Passive Directional Antenna"", ""[MODEL]AX|Shure|SM58S|1|cardioid dynamic w/ switch"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)""]",[],Planning,[],"[""X12#01""]",events
