EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
131,Wedding of Patricia & Edgar @ Capella,20260522,20260523,[],"[""[MODEL]AX|L-Acoustics|M-BUMP|2|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|L-Acoustics|KARAII|12|Long Throw Concert Sound Loudspeaker"", ""[MODEL]AX|L-Acoustics|X8|8|8\"" passive coaxial enclosure"", ""[MODEL]AX|Yamaha|Rio1608-d2|1|High Performance I/O Rack"", ""[MODEL]AX|Yamaha|Rio3224-d2|1|High Performance I/O Rack"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]LX|Astera|Pixel Brick|64|Batt LED Uplighters"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|16|Wash LED"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]AX|L-Acoustics|LA12X|3|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA4X|2|Amplified controller"", ""[MODEL]LX|63A 3-Phase DB|Custom DB|1|"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]AX|L-Acoustics|SB18|6|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]AX|Netgear|GSM4212P|2|Managed Switch"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD2|6|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4Q|1|Quad Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD4Q|2|Quad Channel Receiver [G52]"", ""[MODEL]AX|Shure|ULXD1|4|Beltpack [G52]"", ""[MODEL]AX|Shure|ULXD2|4|Handheld Microphone [G52]"", ""[MODEL]AX|DPA|4099|4|Instrument Microphone"", ""[MODEL]AX|DPA|DAD 6010|5|MicroDot to TA4F Adapter"", ""[MODEL]AX|Yamaha|DXR10|4|Active 10\"" Speaker"", ""[MODEL]AX|Pioneer|DJM-A9|1|4-channel pro-DJ mixer"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|Apple|IPAD|2|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|4|PC Balance Box"", ""[MODEL]AX|Radial Engineering|J48 Stereo|2|Phantom Powered Active Direct Box"", ""[MODEL]AX|Radial Engineering|JDI Stereo|2|Passive Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Mono|1|Phantom Powered Active Direct Box"", ""[MODEL]AX|Shure|AD3|2|Plug-on Transmitter"", ""[MODEL]AX|Shure|AD4D|1|Two-Channel Digital Wireless Receiver"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner""]",[],Planning,[],[],events,False
