EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
105,Performance Motor CNY Dinner @ St Regis,20260205,20260205,[],"[""[MODEL]VX|Analogue Way|Pulse 2|1|Video Switcher"", ""PULSE2#01"", ""[MODEL]VX|DSAN|PerfectCue Mini|3|Professional Wireless Clicker"", ""PERFECTCUE#01"", ""CLICKER#02"", ""CLICKER#01"", ""[MODEL]VX|Apple|Macbook Pro (A1707)|1|15.4inch Macbook Pro (2017)"", ""Macbook#01"", ""Laptop#04"", ""MACBOOK#01""]","[""CLICKER#01"", ""CLICKER#02"", ""PULSE2#01"", ""PERFECTCUE#01"", ""Macbook#01"", ""Laptop#04"", ""MACBOOK#01""]",Closed,[],[],[],events,False,
