EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
91,Birthday Celebration of Laurent Junique @ Burnt Ends,20251210,20251210,[],"[""[MODEL]AX|Sennheiser|SEK(UHF)|5|Spectera Bidirectional bodypack"", ""[MODEL]AX|EV|EVOLVE 50|6|Portable column system"", ""[MODEL]AX|Turbosound|IP1000|4|Powered Column Loudspeaker"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Shure|ULXD2|6|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD4Q|1|Quad Channel Receiver [L50]"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]LX|Astera|Pixel Brick|24|Batt LED Uplighters"", ""[MODEL]LX|Lumenradio|Aurora|4|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""[MODEL]LX|Avolites|Quartz|2|Console"", ""SBS#01"", ""EVOLVE50#01"", ""EVOLVE50#02"", ""EVOLVE50#03"", ""EVOLVE50#04"", ""EVOLVE50#05"", ""EVOLVE50#06"", ""DAD#01"", ""DAD#02"", ""ULXD4D#01"", ""ULXD4Q#01"", ""AURORA#01"", ""AURORA#02"", ""AURORA#03"", ""AURORA#04"", ""PB#07"", ""PB#06"", ""PB#05"", ""PB#10"", ""PB#16"", ""PB#15"", ""PB#12"", ""PB#13"", ""PB#33"", ""PB#37"", ""PB#38"", ""PB#34"", ""PB#35"", ""PB#39"", ""PB#42"", ""PB#36"", ""PB#55"", ""PB#56"", ""PB#51"", ""PB#53"", ""PB#54"", ""PB#50"", ""PB#41"", ""PB#49"", ""QUARTZ#01"", ""QUARTZ#02"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#05"", ""DIABLO#06"", ""DIABLO#07"", ""DIABLO#08"", ""[MODEL]AX|Interspace Industries|PCBB3|3|PC Balance Box"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)"", ""[MODEL]AX|Radial Engineering|J48 Stereo|3|Phantom Powered Active Direct Box"", ""QL1#01"", ""SEK#02"", ""SEK#01"", ""SEK#10"", ""SEK#06"", ""SEK#09"", ""J48S#04"", ""J48S#03"", ""J48S#02"", ""IPAD#03"", ""PCBB#10"", ""PCBB#09"", ""PCBB#06"", ""ULXD2#08"", ""ULXD2#10"", ""ULXD2#01"", ""ULXD2#11"", ""ULXD2#02"", ""ULXD2#06"", ""IP1000#05"", ""IP1000#06"", ""IP1000#07"", ""IP1000#08""]","[""ULXD4Q#01"", ""PCBB#10"", ""PCBB#09"", ""IP1000#08"", ""ULXD2#08"", ""EVOLVE50#05"", ""EVOLVE50#03"", ""ULXD2#06"", ""EVOLVE50#01"", ""SEK#06"", ""PCBB#06"", ""SEK#09"", ""ULXD2#01"", ""J48S#04"", ""ULXD2#02"", ""SBS#01"", ""J48S#03"", ""EVOLVE50#04"", ""DAD#01"", ""ULXD2#11"", ""QL1#01"", ""SEK#01"", ""IPAD#03"", ""ULXD4D#01"", ""ULXD2#10"", ""J48S#02"", ""IP1000#06"", ""IP1000#07"", ""SEK#10"", ""SEK#02"", ""EVOLVE50#06"", ""IP1000#05"", ""EVOLVE50#02"", ""DAD#02"", ""PB#41"", ""PB#36"", ""QUARTZ#02"", ""PB#10"", ""DIABLO#08"", ""PB#07"", ""PB#35"", ""PB#55"", ""PB#42"", ""AURORA#04"", ""AURORA#01"", ""PB#34"", ""DIABLO#06"", ""PB#16"", ""PB#39"", ""AURORA#03"", ""AURORA#02"", ""PB#06"", ""PB#05"", ""DIABLO#04"", ""PB#50"", ""DIABLO#01"", ""DIABLO#03"", ""QUARTZ#01"", ""PB#56"", ""PB#54"", ""DIABLO#02"", ""PB#49"", ""PB#12"", ""DIABLO#07"", ""PB#38"", ""PB#13"", ""PB#37"", ""PB#51"", ""PB#33"", ""DIABLO#05"", ""PB#53"", ""PB#15""]",Closed,[],[],[],events,False,
