EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
41,iC2 SHINE Gala 2025 @ Hyatt Hotel The Gallery,20250806,20250807,[],"[""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|Yamaha|DXR10|2|Active 10\"" Speaker"", ""[MODEL]AX|Radial Engineering|J48 Mono|1|Phantom Powered Active Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Stereo|2|Phantom Powered Active Direct Box"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""[MODEL]AX|Interspace Industries|PCBB3|2|PC Balance Box"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Charger|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]LX|Avolites|Tiger Touch 2|1|Console"", ""HLBatt#01"", ""HLBatt#02"", ""HLBatt#03"", ""HLBatt#04"", ""HLBatt#05"", ""HLBatt#06"", ""HLBatt#07"", ""HLBatt#08"", ""HLBatt#09"", ""HLBatt#10"", ""HLBatt#11"", ""HLBatt#12"", ""HLBatt#13"", ""HLBatt#14"", ""HLBatt#15"", ""HLBatt#16"", ""C1ProCharger#01"", ""C1ProHub#01"", ""C1ProRHS#01"", ""C1ProRHS#02"", ""C1ProRHS#03"", ""C1ProRHS#04"", ""C1ProRHS#05"", ""C1ProRHS#06"", ""C1ProRHS#07"", ""C1ProRHS#08"", ""C1ProWHS#01"", ""ME36#01"", ""ME36#02"", ""QL1#02"", ""IPAD#03"", ""EVOLVE50#03"", ""EVOLVE50#04"", ""EVOLVE50#05"", ""EVOLVE50#06"", ""IP1000#07"", ""IP1000#08"", ""DXR10#01"", ""DXR10#02"", ""[MODEL]AX|Yamaha|Rio1608-d|1|High Performance I/O Rack"", ""[MODEL]LX|Le Maitre|MVS Hazer|1|Hazer machine"", ""RIO1608-D #01"", ""TIGERTOUCH2#01"", ""MVSHAZER#02"", ""[MODEL]LX|Ayrton|Diablo Profile|8|Profile LED"", ""DIABLO#13"", ""DIABLO#14"", ""DIABLO#15"", ""DIABLO#16"", ""DIABLO#17"", ""DIABLO#18"", ""DIABLO#19"", ""DIABLO#20"", ""J48S#05"", ""J48S#06"", ""J48M#01"", ""MT-90A#01"", ""PCBB#05"", ""PCBB#07"", ""[MODEL]AX|Shure|ULXD4D [L50]|1|Dual Channel Receiver"", ""[MODEL]AX|Shure|ULXD2 [L50]|4|Handheld Microphone"", ""ULXD2#03"", ""ULXD2#04"", ""ULXD2#07"", ""ULXD2#12"", ""[MODEL]AX|Shure|ULXD4Q [L50]|1|Quad Channel Receiver"", ""ULXD4Q#01"", ""ULXD4D#01"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""[MODEL]LX|Lite-Puter|DX-402A|2|4 Channel DMX Dimmer Pack"", ""[MODEL]LX|ETC|Source Four Zoom 25-50deg|6|750W Tungsten Fixture"", ""DX402A#01"", ""DX402A#02"", ""ETCZOOM#01"", ""ETCZOOM#02"", ""ETCZOOM#03"", ""ETCZOOM#04"", ""ETCZOOM#05"", ""ETCZOOM#06""]","[""HLBatt#01"", ""HLBatt#02"", ""HLBatt#03"", ""HLBatt#04"", ""HLBatt#05"", ""HLBatt#06"", ""HLBatt#07"", ""HLBatt#08"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#12"", ""HLBatt#10"", ""HLBatt#13"", ""HLBatt#15"", ""HLBatt#16"", ""HLBatt#14"", ""C1ProHub#01"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProRHS#03"", ""C1ProRHS#06"", ""C1ProRHS#08"", ""C1ProWHS#01"", ""ME36#01"", ""ME36#02"", ""QL1#02"", ""IPAD#03"", ""EVOLVE50#03"", ""EVOLVE50#04"", ""EVOLVE50#05"", ""IP1000#07"", ""IP1000#08"", ""EVOLVE50#06"", ""RIO1608-D #01"", ""TIGERTOUCH2#01"", ""DXR10#01"", ""MVSHAZER#02"", ""DIABLO#13"", ""DXR10#02"", ""DIABLO#14"", ""DIABLO#16"", ""DIABLO#18"", ""DIABLO#17"", ""DIABLO#19"", ""J48S#06"", ""J48S#05"", ""DIABLO#15"", ""DIABLO#20"", ""MT-90A#01"", ""J48M#01"", ""PCBB#05"", ""PCBB#07"", ""ULXD2#04"", ""ULXD2#03"", ""ULXD2#07"", ""ULXD2#12"", ""ULXD4Q#01"", ""MR-90A#01"", ""ULXD4D#01"", ""MR-90A#02"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""DX402A#01"", ""DX402A#02"", ""ETCZOOM#01"", ""ETCZOOM#04"", ""MR-90A#03"", ""ETCZOOM#06"", ""ETCZOOM#05"", ""ETCZOOM#02"", ""ETCZOOM#03""]",Closed,[],[],[],events,False,
