EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
142,Hermes Double Tour Jewel Exhibition @ Ion Orchard,20260528,20260614,[],"[""[MODEL]AX|L-Acoustics|5XT|6|5\"" passive coaxial enclosure (black)"", ""[MODEL]AX|L-Acoustics|LA2Xi|1|Amplified controller"", ""[MODEL]AX|Radial Engineering|Trim-two|1|Stereo DI with Level Control"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""NL2 Cable case\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""e3017e67cc7027b8\"",\""version\"":2}"", ""5XT#05"", ""5XT#06"", ""5XT#68"", ""5XT#67"", ""5XT#66"", ""5XT#65"", ""IPAD#01"", ""TRIM-TWO#01""]",[],Preparing,"[""5XT#05"", ""5XT#06"", ""5XT#68"", ""5XT#67"", ""5XT#66"", ""5XT#65"", ""IPAD#01"", ""TRIM-TWO#01"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""NL2 Cable case\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""e3017e67cc7027b8\"",\""version\"":2}""]",[],[],events,False,"[{""timestamp"": ""2026/05/19 16:34:10"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Radial Engineering Trim-two model to event 142 (total: 1)""}, {""timestamp"": ""2026/05/19 16:34:15"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Apple iPad model to event 142 (total: 1)""}, {""timestamp"": ""2026/05/19 16:34:27"", ""user"": ""bnjm2000"", ""action"": ""Removed Apple iPad model from event 142""}, {""timestamp"": ""2026/05/19 16:34:38"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Apple iPad model to event 142 (total: 1)""}, {""timestamp"": ""2026/05/27 13:14:19"", ""user"": ""bnjm2000"", ""action"": ""Updated event 142: Hermes Double Tour Jewel Exhibition @ Ion Orchard via web interface""}, {""timestamp"": ""2026/05/28 15:01:05"", ""user"": ""bnjm2000"", ""action"": ""Added MISC custom asset 'NL2 Cable case' (1x, dept AX) to event 142""}, {""timestamp"": ""2026/05/28 16:03:18"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset 5XT#05 to event 142""}, {""timestamp"": ""2026/05/28 16:03:18"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset 5XT#06 to event 142""}, {""timestamp"": ""2026/05/28 16:03:21"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset 5XT#68 to event 142""}, {""timestamp"": ""2026/05/28 16:03:22"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset 5XT#67 to event 142""}, {""timestamp"": ""2026/05/28 16:03:34"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset 5XT#66 to event 142""}, {""timestamp"": ""2026/05/28 16:03:34"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset 5XT#65 to event 142""}, {""timestamp"": ""2026/05/28 16:03:43"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset IPAD#01 to event 142""}, {""timestamp"": ""2026/05/28 16:03:49"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset TRIM-TWO#01 to event 142""}]",
