EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets
23,ee,20250617,20250617,[],"[""[MODEL]LX|Robe|ESPRITE|1|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|1|Wash LED""]",[],Planning,"[""LEDBEAM#01"", ""ESPRITE#05"", ""LEDBEAM#02"", ""E904#01""]",[]
