EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets
23,ergt,20250617,20250617,[],"[""[MODEL]AX|EV|EVOLVE 50|1|Portable column system"", ""[MODEL]AX|L-Acoustics|KARAII|1|Long Throw Concert Sound Loudspeaker""]",[],Ready,"[""EVOLVE50#01"", ""KARAII#01"", ""ESPRITE#01""]",[]
