EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
146,Dry Hire: Trio AV,20260619,20260625,[],"[""[CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""safety chain\"",\""quantity\"":50,\""type\"":\""MISC\"",\""uid\"":\""3b669a930fc0a4bf\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""50 degree lens\"",\""quantity\"":50,\""type\"":\""MISC\"",\""uid\"":\""2fea723dcfac8cf3\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""gel frame\"",\""quantity\"":46,\""type\"":\""MISC\"",\""uid\"":\""678cc4a5d47d1734\"",\""version\"":2}"", ""[MODEL]LX|China|Mini Profile - Tungsten|50|20W Mini Profile Light c/w Clamps""]",[],Ongoing,"[""[CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""safety chain\"",\""quantity\"":50,\""type\"":\""MISC\"",\""uid\"":\""3b669a930fc0a4bf\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""50 degree lens\"",\""quantity\"":50,\""type\"":\""MISC\"",\""uid\"":\""2fea723dcfac8cf3\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""gel frame\"",\""quantity\"":46,\""type\"":\""MISC\"",\""uid\"":\""678cc4a5d47d1734\"",\""version\"":2}"", ""[BULK]BULK-0025|50""]",[],[],dry hire,False,"[{""timestamp"": ""2026/06/19 16:26:20"", ""user"": ""cterence"", ""action"": ""Created event 146: Rental: Trio AV via web interface""}, {""timestamp"": ""2026/06/19 16:30:13"", ""user"": ""cterence"", ""action"": ""Added LOAN custom asset 'mini profile 3200k' (50x, dept LX) to event 146""}, {""timestamp"": ""2026/06/19 16:31:21"", ""user"": ""cterence"", ""action"": ""Collected loan/rental item 50x mini profile 3200k for event 146""}, {""timestamp"": ""2026/06/19 16:31:27"", ""user"": ""cterence"", ""action"": ""Collected loan/rental item 50x mini profile 3200k for event 146""}, {""timestamp"": ""2026/06/19 16:31:34"", ""user"": ""cterence"", ""action"": ""Prepared custom item 50x mini profile 3200k for event 146""}, {""timestamp"": ""2026/06/19 16:32:41"", ""user"": ""cterence"", ""action"": ""Added MISC custom asset 'safety chain' (50x, dept LX) to event 146""}, {""timestamp"": ""2026/06/19 16:32:46"", ""user"": ""cterence"", ""action"": ""Prepared custom item 50x safety chain for event 146""}, {""timestamp"": ""2026/06/19 16:37:52"", ""user"": ""cterence"", ""action"": ""Unprepared custom item 50x mini profile 3200k from event 146""}, {""timestamp"": ""2026/06/19 16:37:54"", ""user"": ""cterence"", ""action"": ""Uncollected loan/rental item 50x mini profile 3200k for event 146""}, {""timestamp"": ""2026/06/19 16:38:16"", ""user"": ""cterence"", ""action"": ""Removed custom asset [CUSTOM]{\""company\"":\""AVPL\"",\""department\"":\""LX\"",\""name\"":\""mini profile 3200k\"",\""quantity\"":50,\""type\"":\""LOAN\"",\""uid\"":\""5fdbedf1f2fecb7b\"",\""version\"":2} from event 146""}, {""timestamp"": ""2026/06/19 16:39:21"", ""user"": ""cterence"", ""action"": ""Added MISC custom asset 'mini profile 3200k c/w clamps' (50x, dept LX) to event 146""}, {""timestamp"": ""2026/06/19 16:39:41"", ""user"": ""cterence"", ""action"": ""Added MISC custom asset '50 degree lens' (50x, dept LX) to event 146""}, {""timestamp"": ""2026/06/19 16:39:59"", ""user"": ""cterence"", ""action"": ""Added MISC custom asset 'gel frame' (46x, dept LX) to event 146""}, {""timestamp"": ""2026/06/19 16:40:07"", ""user"": ""cterence"", ""action"": ""Prepared custom item 50x 50 degree lens for event 146""}, {""timestamp"": ""2026/06/19 16:40:07"", ""user"": ""cterence"", ""action"": ""Prepared custom item 46x gel frame for event 146""}, {""timestamp"": ""2026/06/19 16:40:08"", ""user"": ""cterence"", ""action"": ""Prepared custom item 50x mini profile 3200k c/w clamps for event 146""}, {""timestamp"": ""2026/06/22 13:37:34"", ""user"": ""bnjm2000"", ""action"": ""Updated event 146: Dry Hire: Trio AV via web interface""}, {""timestamp"": ""2026/06/22 13:39:09"", ""user"": ""bnjm2000"", ""action"": ""Added 50x China Mini Profile - Tungsten model to event 146 (total: 50)""}, {""timestamp"": ""2026/06/22 13:39:15"", ""user"": ""bnjm2000"", ""action"": ""Removed custom asset [CUSTOM]{\""company\"":\""avpl\"",\""department\"":\""LX\"",\""name\"":\""mini profile 3200k c/w clamps\"",\""quantity\"":50,\""type\"":\""MISC\"",\""uid\"":\""ea1236222aef46b7\"",\""version\"":2} from event 146""}]",
