EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
62,"Macallan ""The Aquarius SG Event"" @ Edition Hotel",20251012,20251019,[],"[""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|TP-Link|TL-SG105|1|5-port network switch"", ""[MODEL]AX|Yamaha|Rio1608-d|1|High Performance I/O Rack"", ""[MODEL]AX|Radial Engineering|J48 Mono|1|Phantom Powered Active Direct Box"", ""[MISC]Cat tail"", ""[MISC]Mic boom stand"", ""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]AX|Yamaha|DXR10|2|Active 10\"" Speaker"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|4|Profile LED"", ""[MODEL]LX|Astera|Titan Tube|6|LED tube""]",[],Planning,[],[],events,False
