EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
107,Anderson Tanoto Birthday Party @ 17 Margoliouth Road,20260207,20260207,[],"[""[MODEL]LX|Astera|Titan Tube|8|LED tube"", ""TT#01"", ""TT#02"", ""TT#03"", ""TT#04"", ""TT#05"", ""TT#07"", ""TT#06"", ""TT#08"", ""[MODEL]LX|Lumenradio|Aurora|3|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""AURORA#01"", ""AURORA#02"", ""AURORA#03"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""COMPACTXT#01"", ""[MODEL]LX|Le Maitre|MVS Hazer|1|Hazer machine"", ""[MODEL]LX|Astera|Pixel Brick|8|Batt LED Uplighters"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64""]",[],Preparing,"[""TT#01"", ""TT#02"", ""TT#03"", ""TT#04"", ""TT#05"", ""TT#07"", ""TT#06"", ""TT#08"", ""AURORA#01"", ""AURORA#02"", ""AURORA#03"", ""COMPACTXT#01"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64""]","[""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64""]",events,False
