EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
110,Louis Vuitton Spring Summer Trunk Show 2026 @ Japanese Garden,20260301,20260305,[],"[""[MODEL]AX|L-Acoustics|X-US1215|6|Short U-bracket for X12 and X15 HiQ"", ""[MODEL]AX|L-Acoustics|X12|6|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|X8|16|8\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|X-US8|10|Short U-bracket for X8"", ""[MODEL]AX|L-Acoustics|X-UL8|5|Long U-bracket for X8"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|L-Acoustics|Syva|4|5\"" Colinear source"", ""[MODEL]AX|L-Acoustics|Syva Low|4|Bass reflex dual 12\"""", ""[MODEL]AX|L-Acoustics|SB18|6|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|LA12X|4|Amplified controller"", ""[MODEL]AX|Interspace Industries|PCBB3|3|PC Balance Box"", ""[MODEL]AX|Apple|IPAD|2|(10th Generation)"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|4|Interlink receiver"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Astera|Pixel Brick|8|Batt LED Uplighters"", ""[MODEL]AX|L-Acoustics|LA4X|2|Amplified controller"", ""[MODEL]AX|Hollyland|Solidcom C1 (Pro) 8-Slot Battery Charging Case|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|Pioneer|DJM-A9|1|4-channel pro-DJ mixer"", ""[MODEL]LX|Avolites|Tiger Touch 2|1|Console"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|4|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]LX|Lumenradio|Aurora|1|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""[MODEL]LX|Le Maitre|MVS Hazer|1|Hazer machine"", ""[MODEL]LX|63A 3-Phase DB|Custom DB|2|"", ""[MODEL]LX|32A 3-Phase DB|Custom DB|1|""]",[],Planning,[],[],events,False
