EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
34,Dry Hire: Avery Events,20250721,20250722,[],"[""[MISC]43\"" TV;4"", ""[MISC]TV DSM Stand;4""]",[],Overdue,"[""[MISC]43\"" TV;4""]",[],dry hire,False
