EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
57,Dry Hire: Creative Technology,20250928,20251002,[],"[""[MODEL]AX|L-Acoustics|LA4X|6|Amplified controller"", ""[MODEL]AX|L-Acoustics|X12|10|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|LS10|2|10-port Ethernet AVB Switch, Avnu-certified"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#04"", ""LA4X#06"", ""LA4X#05""]",[],Preparing,"[""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#04"", ""LA4X#06"", ""LA4X#05""]","[""LA4X#05""]",dry hire,False
