EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
63,"Hermes ""The Silky Way"" @ MBS",20251014,20251106,[],"[""[MODEL]AX|L-Acoustics|X8|16|8\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|SB18|5|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|M-BUMP|5|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|Yamaha|DM7|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|LA2Xi|4|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA4X|6|Amplified controller"", ""[MODEL]AX|L-Acoustics|LA12X|6|Amplified controller"", ""[MODEL]LX|32A 3-Phase DB|Custom DB|2|"", ""[MODEL]LX|63A 3-Phase DB|Custom DB|1|"", ""[MODEL]AX|L-Acoustics|5XT|52|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|L-Acoustics|ETR5|52|Adjustable U-bracket: 5XT"", ""[MODEL]AX|L-Acoustics|X-UL8|12|Long U-bracket for X8"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]AX|Yamaha|Rio3224-d|2|High Performance I/O Rack"", ""[MODEL]LX|Ayrton|Diablo Profile|12|Profile LED"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|1|Profile LED"", ""[MODEL]LX|Astera|Pixel Brick|16|Batt LED Uplighters"", ""[MODEL]LX|Astera|Titan Tube|8|LED tube"", ""RIO3224-D #01"", ""RIO3224-D #02"", ""DM7#01"", ""MBUMP#01"", ""MBUMP#02"", ""MBUMP#03"", ""MBUMP#04"", ""MBUMP#05"", ""LA2XI#01"", ""LA2XI#02"", ""LA2XI#03"", ""LA2XI#04"", ""LA12X#01"", ""LA12X#02"", ""LA12X#03"", ""LA12X#04"", ""LA12X#05"", ""LA12X#06"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#04"", ""LA4X#05"", ""LA4X#06"", ""LS10#01"", ""LS10#02"", ""LS10#03"", ""LS10#04"", ""LS10#05"", ""LS10#06"", ""X-UL8#01"", ""X-UL8#02"", ""X-UL8#03"", ""X-UL8#04"", ""X-UL8#05"", ""X-UL8#06"", ""X-UL8#07"", ""X-UL8#08"", ""X-UL8#09"", ""X-UL8#10"", ""X-UL8#11"", ""X-UL8#12""]","[""DM7#01"", ""RIO3224-D #02"", ""LA4X#06"", ""X-UL8#03"", ""MBUMP#05"", ""MBUMP#03"", ""X-UL8#10"", ""LA12X#01"", ""LA12X#05"", ""LA4X#02"", ""X-UL8#04"", ""LS10#06"", ""MBUMP#01"", ""LS10#01"", ""MBUMP#02"", ""X-UL8#05"", ""LA4X#03"", ""X-UL8#06"", ""LA4X#04"", ""X-UL8#08"", ""LS10#05"", ""LA2XI#02"", ""RIO3224-D #01"", ""LA12X#02"", ""LA12X#04"", ""LA2XI#03"", ""X-UL8#02"", ""LA4X#05"", ""LA12X#03"", ""LS10#02"", ""X-UL8#01"", ""X-UL8#09"", ""X-UL8#07"", ""LA2XI#04"", ""LA4X#01"", ""LA2XI#01"", ""LS10#03"", ""LA12X#06"", ""LS10#04"", ""MBUMP#04"", ""X-UL8#11"", ""X-UL8#12""]",Closed,[],"[""LS10#01"", ""LS10#02"", ""LS10#03"", ""LS10#04"", ""LS10#05"", ""LS10#06""]",events,True
