EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
50,Valentino Le Meta-Theatre Des Intimates @ ArtSpace,20250918,20250921,[],"[""[MODEL]LX|Astera|Titan Tube|8|LED tube"", ""[MODEL]AX|L-Acoustics|5XTW|12|5\"" passive coaxial enclosure, white"", ""[MODEL]AX|L-Acoustics|ETR5W|12|Adjustable U-bracket: 5XTW"", ""[MODEL]AX|L-Acoustics|LA4X|1|Amplified controller"", ""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Yamaha|DXR10|2|Active 10\"" Speaker"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|4|Profile LED"", ""[MODEL]LX|Lumenradio|Aurora|2|"", ""[MODEL]AX|Pioneer|DJM-900NXS2|1|4-channel pro-DJ mixer"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|L-Acoustics|5XT|2|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|L-Acoustics|ETR5|2|Adjustable U-bracket: 5XT"", ""[MISC]Cable trunking"", ""[MODEL]AX|Shure|AD4D|1|Two-Channel Digital Wireless Receiver"", ""[MODEL]AX|Shure|AD3|2|Plug-on Transmitter"", ""5XTW#05"", ""5XTW#06"", ""5XTW#07"", ""5XTW#08"", ""5XTW#09"", ""5XTW#10"", ""5XTW#11"", ""5XTW#12"", ""5XTW#13"", ""5XTW#14"", ""5XTW#15"", ""5XTW#16"", ""5XT#01"", ""5XT#02"", ""ETR5#01"", ""ETR5#02"", ""ETR5W#05"", ""ETR5W#06"", ""ETR5W#07"", ""ETR5W#08"", ""ETR5W#09"", ""ETR5W#10"", ""ETR5W#11"", ""ETR5W#12"", ""ETR5W#13"", ""ETR5W#14"", ""ETR5W#15"", ""ETR5W#16"", ""DJM900NXS2#01"", ""DM3#01"", ""LA4X#08""]",[],Preparing,"[""5XTW#05"", ""5XTW#06"", ""5XTW#07"", ""5XTW#08"", ""5XTW#09"", ""5XTW#10"", ""5XTW#11"", ""5XTW#12"", ""5XTW#13"", ""5XTW#14"", ""5XTW#15"", ""5XTW#16"", ""5XT#01"", ""5XT#02"", ""ETR5#01"", ""ETR5#02"", ""ETR5W#05"", ""ETR5W#06"", ""ETR5W#07"", ""ETR5W#08"", ""ETR5W#09"", ""ETR5W#10"", ""ETR5W#11"", ""ETR5W#12"", ""ETR5W#13"", ""ETR5W#14"", ""ETR5W#15"", ""ETR5W#16"", ""DJM900NXS2#01"", ""DM3#01"", ""LA4X#08""]",[],events,False
