EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
33,Hermes Beauty Event @ The Art House,20250721,20250722,[],"[""[MODEL]AX|Shure|ULXD2|2|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|DPA|4488|2|Directional Headset, beige"", ""[MODEL]AX|Shure|ULXD1|1|Beltpack [L50]"", ""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""IPAD#02"", ""4488#02"", ""DAD6010#41"", ""DAD6010#32"", ""4488#12"", ""ULXD2#04"", ""IP1000#03"", ""IP1000#04"", ""QUARTZ#02"", ""[MODEL]LX|Avolites|Quartz|1|Console"", ""DM3#02"", ""ULXD2#07"", ""ULXD1#06"", ""ULXD4D#01"", ""ULXD4D#02""]","[""4488#02"", ""4488#12"", ""IPAD#02"", ""DAD6010#41"", ""DAD6010#32"", ""ULXD2#04"", ""ULXD2#07"", ""IP1000#03"", ""IP1000#04"", ""QUARTZ#02"", ""DM3#02"", ""ULXD1#06"", ""ULXD4D#01"", ""ULXD4D#02""]",Preparing,[],"[""DAD6010#41"", ""DAD6010#32"", ""DM3#02""]",events,True
