EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
55,Dry Hire: Variety Communications,20250918,20250919,[],"[""[MISC]Truss - 2m;4"", ""[MISC]Base plate;4"", ""[MODEL]LX|Astera|Pixel Brick|16|Batt LED Uplighters"", ""[MODEL]VX|Samsung|LH75QMCEBGCXXS|4|75\"" Crystal UHD Signage"", ""[MISC]TV Bracket;4"", ""PB#01"", ""PB#03"", ""PB#02"", ""PB#04"", ""PB#05"", ""PB#06"", ""PB#07"", ""PB#08"", ""PB#09"", ""PB#10"", ""PB#11"", ""PB#12"", ""PB#13"", ""PB#14"", ""PB#15"", ""PB#16"", ""QM75C#01"", ""QM75C#02"", ""QM75C#03"", ""QM75C#04""]",[],Ongoing,"[""[MISC]Base plate;4"", ""[MISC]TV Bracket;4"", ""[MISC]Truss - 2m;4"", ""PB#01"", ""PB#03"", ""PB#02"", ""PB#04"", ""PB#05"", ""PB#06"", ""PB#07"", ""PB#08"", ""PB#09"", ""PB#10"", ""PB#11"", ""PB#12"", ""PB#13"", ""PB#14"", ""PB#15"", ""PB#16"", ""QM75C#01"", ""QM75C#02"", ""QM75C#03"", ""QM75C#04""]","[""QM75C#04""]",[],False
