EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets
23,xys,20250626,20250705,[],"[""[MODEL]AX|DPA|4061|1|Omni Submini Lavalier Microphone""]",[],Planning,"[""4061#01"", ""4061#02"", ""ESPRITE#01""]","[""ESPRITE#01""]"
