EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
122,Dry Hire: Show Productions,20260326,20260330,[],"[""[MODEL]AX|Radial Engineering|J48 Mono|6|Phantom Powered Active Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Stereo|1|Phantom Powered Active Direct Box"", ""J48S#06"", ""J48M#04"", ""J48M#10"", ""J48M#09"", ""J48M#08"", ""J48M#07""]",[],Preparing,"[""J48S#06"", ""J48M#04"", ""J48M#10"", ""J48M#09"", ""J48M#08"", ""J48M#07""]","[""J48M#07""]",dry hire,False
